,RMNH.INS.1271298_An_messeae - ND4 CDS,RMNH.INS.1271299_An_messeae - ND4 CDS,RMNH.INS.1271300_An_messeae - ND4 CDS,RMNH.INS.1271301_Cq_richiardii - ND4 CDS,RMNH.INS.1271302_Cq_richiardii - ND4 CDS,RMNH.INS.1271303_Cq_richiardii - ND4 CDS,RMNH.INS.1271304_Ae_vexans - ND4 CDS,RMNH.INS.1271305_Ae_vexans - ND4 CDS,RMNH.INS.1271306_Ae_vexans - ND4 CDS,RMNH.INS.1271307_Cs_annulata - ND4 CDS,RMNH.INS.1271308_Cs_annulata - ND4 CDS,RMNH.INS.1271309_Cs_annulata - ND4 CDS,RMNH.INS.1271310_An_claviger - ND4 CDS,RMNH.INS.1271311_An_claviger - ND4 CDS,RMNH.INS.1271312_An_claviger - ND4 CDS,RMNH.INS.1271313_Cx_modestus - ND4 CDS,RMNH.INS.1271314_Cx_modestus - ND4 CDS,RMNH.INS.1271315_Cx_modestus - ND4 CDS,RMNH.INS.1271316_Cx_territans - ND4 CDS,RMNH.INS.1271317_Cx_territans - ND4 CDS,RMNH.INS.1271318_Cx_territans - ND4 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271322_Cs_longiareolata - ND4 CDS,RMNH.INS.1271323_Cs_longiareolata - ND4 CDS,RMNH.INS.1271324_Cs_longiareolata - ND4 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271331_Ae_rusticus - ND4 CDS,RMNH.INS.1271332_Ae_rusticus - ND4 CDS,RMNH.INS.1271333_Ae_rusticus - ND4 CDS,RMNH.INS.1271334_Ae_communis - ND4 CDS,RMNH.INS.1271335_Ae_communis - ND4 CDS,RMNH.INS.1271336_Ae_communis - ND4 CDS,RMNH.INS.1271337_Ae_punctor - ND4 CDS,RMNH.INS.1271338_Ae_rusticus - ND4 CDS,RMNH.INS.1271339_Ae_punctor - ND4 CDS,RMNH.INS.1271340_Ae_geniculatus - ND4 CDS,RMNH.INS.1271341_Ae_geniculatus - ND4 CDS,RMNH.INS.1271342_Ae_geniculatus - ND4 CDS,RMNH.INS.1271344_Cs_subochrea - ND4 CDS,RMNH.INS.1271345_Cs_annulata - ND4 CDS,RMNH.INS.1271346_Ae_caspius - ND4 CDS,RMNH.INS.1271347_Ae_caspius - ND4 CDS,RMNH.INS.1271348_Ae_caspius - ND4 CDS,RMNH.INS.1271349_An_plumbeus - ND4 CDS,RMNH.INS.1271350_An_plumbeus - ND4 CDS,RMNH.INS.1271351_An_plumbeus - ND4 CDS,RMNH.INS.1271352_Cs_annulata - ND4 CDS,RMNH.INS.1271354_Cs_annulata - ND4 CDS,RMNH.INS.1271355_Cx_pipiens - ND4 CDS,RMNH.INS.1271356_Cx_pipiens - ND4 CDS,RMNH.INS.1271357_Cx_pipiens - ND4 CDS,RMNH.INS.1271358_Cs_morsitans - ND4 CDS,RMNH.INS.1271359_Cs_morsitans - ND4 CDS,RMNH.INS.1271360_Cs_morsitans - ND4 CDS,RMNH.INS.1271361_Ae_sticticus - ND4 CDS,RMNH.INS.1271362_Ae_sticticus - ND4 CDS,RMNH.INS.1271363_Ae_sticticus - ND4 CDS,RMNH.INS.1271367_Ae_detritus - ND4 CDS,RMNH.INS.1271368_Ae_detritus - ND4 CDS,RMNH.INS.1271369_Ae_caspius - ND4 CDS,RMNH.INS.1271370_Ae_flavescens - ND4 CDS,RMNH.INS.1271371_Ae_flavescens - ND4 CDS,RMNH.INS.1271372_Ae_flavescens - ND4 CDS,RMNH.INS.1271375_Ae_leucomelas - ND4 CDS,RMNH.INS.1271376_Ae_albopictus - ND4 CDS,RMNH.INS.1271377_Ae_albopictus - ND4 CDS,RMNH.INS.1271378_Ae_albopictus - ND4 CDS,RMNH.INS.1271379_Ae_japonicus - ND4 CDS,RMNH.INS.1271380_Ae_japonicus - ND4 CDS,RMNH.INS.1271381_Ae_japonicus - ND4 CDS,RMNH.INS.1271382_Ae_aegypti - ND4 CDS,RMNH.INS.1271383_Ae_aegypti - ND4 CDS,RMNH.INS.1271384_Ae_aegypti - ND4 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271389_Cs_ochroptera - ND4 CDS
RMNH.INS.1271358_Cs_morsitans - ND4 CDS,82.191,82.265,82.265,83.631,83.780,83.780,88.021,87.872,88.021,88.839,88.839,88.765,81.893,82.191,81.893,85.714,86.384,86.458,86.384,86.235,86.235,87.202,87.128,87.202,86.235,86.235,86.235,88.170,88.095,88.170,88.244,88.095,88.095,87.351,87.426,87.351,87.574,87.872,87.798,86.458,87.351,86.458,86.682,86.756,86.682,88.170,88.839,88.616,88.616,88.542,82.116,82.116,82.116,88.914,88.839,87.202,87.202,87.202,,99.926,100.000,87.723,87.723,87.723,87.128,87.054,88.616,87.426,87.426,87.202,87.202,86.533,86.310,86.533,86.012,86.012,86.012,87.500,87.202,87.574,87.277,91.964
RMNH.INS.1271359_Cs_morsitans - ND4 CDS,82.265,82.340,82.340,83.705,83.854,83.854,88.095,87.946,88.095,88.839,88.839,88.765,81.893,82.191,81.893,85.789,86.458,86.533,86.384,86.235,86.235,87.202,87.128,87.202,86.310,86.310,86.310,88.244,88.170,88.095,88.318,88.021,88.021,87.426,87.500,87.426,87.574,87.872,87.798,86.384,87.426,86.384,86.682,86.756,86.682,88.170,88.839,88.616,88.616,88.542,82.191,82.191,82.191,88.914,88.839,87.277,87.277,87.277,99.926,,99.926,87.649,87.649,87.649,87.128,87.054,88.616,87.500,87.500,87.277,87.277,86.533,86.310,86.533,86.012,86.012,86.012,87.500,87.202,87.574,87.277,91.964
RMNH.INS.1271360_Cs_morsitans - ND4 CDS,82.191,82.265,82.265,83.631,83.780,83.780,88.021,87.872,88.021,88.839,88.839,88.765,81.893,82.191,81.893,85.714,86.384,86.458,86.384,86.235,86.235,87.202,87.128,87.202,86.235,86.235,86.235,88.170,88.095,88.170,88.244,88.095,88.095,87.351,87.426,87.351,87.574,87.872,87.798,86.458,87.351,86.458,86.682,86.756,86.682,88.170,88.839,88.616,88.616,88.542,82.116,82.116,82.116,88.914,88.839,87.202,87.202,87.202,100.000,99.926,,87.723,87.723,87.723,87.128,87.054,88.616,87.426,87.426,87.202,87.202,86.533,86.310,86.533,86.012,86.012,86.012,87.500,87.202,87.574,87.277,91.964
RMNH.INS.1271361_Ae_sticticus - ND4 CDS,83.159,83.159,83.085,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.861,83.085,82.861,86.161,87.128,86.979,86.012,85.938,85.938,90.997,90.923,90.923,86.979,86.979,86.979,93.006,92.932,92.783,93.080,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.890,91.815,91.890,89.137,89.286,92.783,93.006,92.708,83.458,83.458,83.458,89.360,89.286,88.021,88.021,88.021,87.723,87.649,87.723,,100.000,100.000,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.435,89.063,89.435,90.327,90.327,90.179,92.113,91.815,92.039,90.923,87.649
RMNH.INS.1271362_Ae_sticticus - ND4 CDS,83.159,83.159,83.085,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.861,83.085,82.861,86.161,87.128,86.979,86.012,85.938,85.938,90.997,90.923,90.923,86.979,86.979,86.979,93.006,92.932,92.783,93.080,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.890,91.815,91.890,89.137,89.286,92.783,93.006,92.708,83.458,83.458,83.458,89.360,89.286,88.021,88.021,88.021,87.723,87.649,87.723,100.000,,100.000,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.435,89.063,89.435,90.327,90.327,90.179,92.113,91.815,92.039,90.923,87.649
RMNH.INS.1271363_Ae_sticticus - ND4 CDS,83.159,83.159,83.085,84.747,84.821,84.821,92.113,92.039,91.964,89.286,89.286,89.435,82.861,83.085,82.861,86.161,87.128,86.979,86.012,85.938,85.938,90.997,90.923,90.923,86.979,86.979,86.979,93.006,92.932,92.783,93.080,92.708,92.783,92.039,92.113,92.039,92.188,92.411,92.336,91.667,92.113,91.667,91.890,91.815,91.890,89.137,89.286,92.783,93.006,92.708,83.458,83.458,83.458,89.360,89.286,88.021,88.021,88.021,87.723,87.649,87.723,100.000,100.000,,92.113,91.815,93.006,92.857,92.857,92.634,92.188,89.435,89.063,89.435,90.327,90.327,90.179,92.113,91.815,92.039,90.923,87.649
RMNH.INS.1271367_Ae_detritus - ND4 CDS,83.607,83.607,83.458,85.640,85.789,85.789,91.890,91.741,91.815,90.699,90.625,90.625,84.575,84.650,84.501,87.054,87.426,87.426,87.351,87.277,87.277,91.815,91.741,91.741,87.277,87.277,87.277,92.932,92.857,92.932,93.006,92.783,92.857,93.080,93.155,93.080,92.188,92.336,92.262,91.815,93.155,91.815,92.336,92.411,92.336,89.807,90.625,92.783,92.783,92.708,83.830,83.830,83.830,90.699,90.625,89.137,89.137,89.137,87.128,87.128,87.128,92.113,92.113,92.113,,98.735,92.783,92.932,92.932,92.708,92.262,90.327,90.179,90.327,90.253,90.253,90.179,92.039,91.815,91.964,91.815,88.839
RMNH.INS.1271368_Ae_detritus - ND4 CDS,83.308,83.308,83.308,85.342,85.491,85.491,91.592,91.443,91.518,90.104,90.030,90.030,84.277,84.277,84.128,86.830,87.202,87.351,87.202,87.128,87.128,91.146,91.071,91.220,86.607,86.607,86.607,92.708,92.634,92.708,92.783,92.560,92.634,92.634,92.708,92.634,91.964,92.113,92.039,90.923,92.708,90.923,92.262,92.336,92.262,89.435,90.030,92.560,92.560,92.485,83.383,83.383,83.383,90.104,90.030,88.542,88.542,88.542,87.054,87.054,87.054,91.815,91.815,91.815,98.735,,92.560,92.857,92.857,92.634,91.741,89.807,89.658,89.807,89.881,89.881,89.881,91.815,91.592,91.592,91.295,88.616
RMNH.INS.1271369_Ae_caspius - ND4 CDS,84.128,84.128,84.054,85.342,85.417,85.417,93.899,93.750,93.899,91.146,91.146,91.146,84.203,84.203,84.203,87.351,87.872,87.798,87.574,87.500,87.500,91.890,91.815,91.890,87.426,87.426,87.426,94.420,94.345,94.196,94.494,94.196,94.345,93.527,93.601,93.527,93.006,93.304,93.229,91.741,93.601,91.741,91.815,91.890,91.815,91.071,91.146,99.628,100.000,99.554,83.830,83.830,83.830,91.220,91.146,89.286,89.286,89.286,88.616,88.616,88.616,93.006,93.006,93.006,92.783,92.560,,94.122,94.122,93.899,93.676,91.220,90.923,91.220,90.253,90.253,90.179,92.336,92.336,92.336,91.890,89.435
RMNH.INS.1271370_Ae_flavescens - ND4 CDS,82.787,82.787,82.638,85.119,85.193,85.193,92.485,92.336,92.485,90.253,90.253,90.402,83.010,83.085,83.085,86.384,87.277,87.426,86.830,86.905,86.905,91.295,91.220,91.295,87.872,87.872,87.872,97.173,97.098,97.024,97.098,96.949,97.098,93.155,93.229,93.229,93.006,93.304,93.229,91.890,93.229,91.890,92.113,92.188,92.113,89.955,90.253,93.973,94.122,93.899,83.308,83.308,83.308,90.327,90.253,88.988,88.988,88.988,87.426,87.500,87.426,92.857,92.857,92.857,92.932,92.857,94.122,,100.000,99.628,94.866,90.551,90.253,90.551,90.253,90.253,90.179,91.443,91.071,91.146,91.295,88.690
RMNH.INS.1271371_Ae_flavescens - ND4 CDS,82.787,82.787,82.638,85.119,85.193,85.193,92.485,92.336,92.485,90.253,90.253,90.402,83.010,83.085,83.085,86.384,87.277,87.426,86.830,86.905,86.905,91.295,91.220,91.295,87.872,87.872,87.872,97.173,97.098,97.024,97.098,96.949,97.098,93.155,93.229,93.229,93.006,93.304,93.229,91.890,93.229,91.890,92.113,92.188,92.113,89.955,90.253,93.973,94.122,93.899,83.308,83.308,83.308,90.327,90.253,88.988,88.988,88.988,87.426,87.500,87.426,92.857,92.857,92.857,92.932,92.857,94.122,100.000,,99.628,94.866,90.551,90.253,90.551,90.253,90.253,90.179,91.443,91.071,91.146,91.295,88.690
RMNH.INS.1271372_Ae_flavescens - ND4 CDS,82.563,82.563,82.563,84.896,84.970,84.970,92.262,92.113,92.262,90.179,90.179,90.327,82.787,82.861,82.861,86.161,87.054,87.202,86.607,86.682,86.682,91.071,90.997,91.071,87.649,87.649,87.649,97.098,96.875,96.801,97.024,96.726,96.875,92.932,93.006,93.006,92.783,93.080,93.006,91.667,93.006,91.667,92.039,92.113,92.039,89.732,90.179,93.750,93.899,93.676,83.159,83.159,83.159,90.253,90.179,88.765,88.765,88.765,87.202,87.277,87.202,92.634,92.634,92.634,92.708,92.634,93.899,99.628,99.628,,94.643,90.476,90.179,90.476,90.179,90.179,90.104,91.220,90.997,91.071,91.071,88.467
RMNH.INS.1271375_Ae_leucomelas - ND4 CDS,83.234,83.085,83.159,84.821,84.896,84.896,91.815,91.815,91.815,89.137,89.286,89.286,83.830,83.905,83.830,86.607,87.054,87.202,87.054,86.979,86.979,91.369,91.295,91.369,87.574,87.574,87.574,94.717,94.643,94.494,94.643,94.494,94.494,93.229,93.304,93.229,93.155,93.378,93.304,92.188,93.304,92.188,91.667,91.741,91.667,89.583,89.286,93.676,93.676,93.601,83.010,83.010,83.010,89.211,89.286,88.765,88.765,88.765,87.202,87.277,87.202,92.188,92.188,92.188,92.262,91.741,93.676,94.866,94.866,94.643,,89.807,89.583,89.807,89.807,89.807,89.732,90.699,90.402,90.848,91.220,88.095
RMNH.INS.1271376_Ae_albopictus - ND4 CDS,82.936,82.861,82.638,84.301,84.449,84.449,90.997,90.848,90.997,88.765,88.839,88.616,83.308,83.159,83.234,85.863,86.310,86.310,85.193,85.268,85.268,90.476,90.402,90.476,85.714,85.714,85.714,91.220,90.997,90.923,91.295,90.923,90.923,90.923,90.997,90.923,90.774,90.774,90.774,88.988,90.923,88.988,89.732,89.807,89.732,88.095,88.839,91.071,91.220,90.997,82.563,82.563,82.563,88.914,88.839,87.872,87.872,87.872,86.533,86.533,86.533,89.435,89.435,89.435,90.327,89.807,91.220,90.551,90.551,90.476,89.807,,99.628,100.000,87.798,87.798,87.723,90.699,90.848,90.848,90.551,87.426
RMNH.INS.1271377_Ae_albopictus - ND4 CDS,82.787,82.712,82.489,84.301,84.449,84.449,90.774,90.625,90.774,88.467,88.542,88.318,83.159,83.010,83.085,85.565,86.012,86.012,84.970,85.045,85.045,90.104,90.030,90.104,85.714,85.714,85.714,90.923,90.699,90.625,90.997,90.625,90.625,90.625,90.699,90.625,90.476,90.476,90.476,88.765,90.625,88.765,89.360,89.435,89.360,87.798,88.542,90.774,90.923,90.699,82.340,82.340,82.340,88.616,88.542,87.649,87.649,87.649,86.310,86.310,86.310,89.063,89.063,89.063,90.179,89.658,90.923,90.253,90.253,90.179,89.583,99.628,,99.628,87.798,87.798,87.723,90.402,90.551,90.551,90.179,87.277
RMNH.INS.1271378_Ae_albopictus - ND4 CDS,82.936,82.861,82.638,84.301,84.449,84.449,90.997,90.848,90.997,88.765,88.839,88.616,83.308,83.159,83.234,85.863,86.310,86.310,85.193,85.268,85.268,90.476,90.402,90.476,85.714,85.714,85.714,91.220,90.997,90.923,91.295,90.923,90.923,90.923,90.997,90.923,90.774,90.774,90.774,88.988,90.923,88.988,89.732,89.807,89.732,88.095,88.839,91.071,91.220,90.997,82.563,82.563,82.563,88.914,88.839,87.872,87.872,87.872,86.533,86.533,86.533,89.435,89.435,89.435,90.327,89.807,91.220,90.551,90.551,90.476,89.807,100.000,99.628,,87.798,87.798,87.723,90.699,90.848,90.848,90.551,87.426
RMNH.INS.1271379_Ae_japonicus - ND4 CDS,82.563,82.563,82.414,83.482,83.557,83.557,89.807,89.807,89.807,88.542,88.542,88.690,83.010,83.085,83.085,84.152,84.970,84.821,85.342,85.268,85.268,88.318,88.244,88.393,85.863,85.863,85.863,90.402,90.179,90.253,90.476,89.955,90.030,88.914,88.988,88.914,89.658,89.955,89.881,88.914,88.988,88.765,89.658,89.583,89.658,87.723,88.542,90.402,90.253,90.327,82.340,82.340,82.340,88.616,88.542,87.054,87.054,87.054,86.012,86.012,86.012,90.327,90.327,90.327,90.253,89.881,90.253,90.253,90.253,90.179,89.807,87.798,87.798,87.798,,100.000,99.479,90.179,90.104,90.104,88.244,87.202
RMNH.INS.1271380_Ae_japonicus - ND4 CDS,82.563,82.563,82.414,83.482,83.557,83.557,89.807,89.807,89.807,88.542,88.542,88.690,83.010,83.085,83.085,84.152,84.970,84.821,85.342,85.268,85.268,88.318,88.244,88.393,85.863,85.863,85.863,90.402,90.179,90.253,90.476,89.955,90.030,88.914,88.988,88.914,89.658,89.955,89.881,88.914,88.988,88.765,89.658,89.583,89.658,87.723,88.542,90.402,90.253,90.327,82.340,82.340,82.340,88.616,88.542,87.054,87.054,87.054,86.012,86.012,86.012,90.327,90.327,90.327,90.253,89.881,90.253,90.253,90.253,90.179,89.807,87.798,87.798,87.798,100.000,,99.479,90.179,90.104,90.104,88.244,87.202
RMNH.INS.1271381_Ae_japonicus - ND4 CDS,82.489,82.489,82.340,83.705,83.780,83.780,89.583,89.583,89.583,88.467,88.467,88.616,82.936,83.010,83.010,83.929,84.747,84.747,85.268,85.193,85.193,88.244,88.170,88.318,85.714,85.714,85.714,90.327,90.104,90.030,90.402,89.881,89.955,88.839,88.914,88.839,89.732,90.030,89.955,88.839,88.914,88.690,89.732,89.658,89.732,87.649,88.467,90.327,90.179,90.253,82.265,82.265,82.265,88.542,88.467,86.905,86.905,86.905,86.012,86.012,86.012,90.179,90.179,90.179,90.179,89.881,90.179,90.179,90.179,90.104,89.732,87.723,87.723,87.723,99.479,99.479,,90.030,89.955,90.104,88.170,86.979
RMNH.INS.1271382_Ae_aegypti - ND4 CDS,83.905,83.905,83.756,84.226,84.375,84.375,91.815,91.741,91.741,89.286,89.286,89.286,84.799,84.948,84.948,86.682,87.426,87.351,87.574,87.500,87.500,91.071,90.997,91.146,86.533,86.533,86.533,91.815,91.592,91.443,91.890,91.518,91.518,91.146,91.220,91.146,91.964,92.188,92.113,90.476,91.220,90.476,91.071,91.146,91.071,88.542,89.286,92.336,92.336,92.262,84.128,84.128,84.128,89.360,89.286,88.765,88.765,88.765,87.500,87.500,87.500,92.113,92.113,92.113,92.039,91.815,92.336,91.443,91.443,91.220,90.699,90.699,90.402,90.699,90.179,90.179,90.030,,98.438,98.735,90.997,88.542
RMNH.INS.1271383_Ae_aegypti - ND4 CDS,83.979,83.830,83.905,83.705,83.854,83.854,91.592,91.518,91.518,89.509,89.509,89.509,84.575,84.650,84.650,86.533,87.202,87.202,87.277,87.202,87.202,90.923,90.848,90.997,86.682,86.682,86.682,91.518,91.295,91.146,91.592,91.220,91.220,91.146,91.220,91.146,91.741,91.964,91.890,90.402,91.220,90.402,90.923,90.848,90.923,88.467,89.509,92.336,92.336,92.262,84.128,84.128,84.128,89.583,89.509,88.393,88.393,88.393,87.202,87.202,87.202,91.815,91.815,91.815,91.815,91.592,92.336,91.071,91.071,90.997,90.402,90.848,90.551,90.848,90.104,90.104,89.955,98.438,,98.661,90.848,88.095
RMNH.INS.1271384_Ae_aegypti - ND4 CDS,83.905,83.905,83.905,84.301,84.449,84.449,91.890,91.815,91.815,89.509,89.509,89.360,84.873,85.022,84.873,86.682,87.426,87.351,87.798,87.723,87.723,91.220,91.146,91.295,86.682,86.682,86.682,91.890,91.667,91.443,91.964,91.592,91.592,91.443,91.518,91.443,91.964,92.188,92.113,90.476,91.518,90.476,90.997,91.071,90.997,88.467,89.509,92.336,92.336,92.262,84.128,84.128,84.128,89.583,89.509,88.765,88.765,88.765,87.574,87.574,87.574,92.039,92.039,92.039,91.964,91.592,92.336,91.146,91.146,91.071,90.848,90.848,90.551,90.848,90.104,90.104,90.104,98.735,98.661,,91.146,88.318
RMNH.INS.1271386_Ae_cinereus_geminus - ND4 CDS,82.638,82.787,82.712,84.673,84.747,84.747,91.667,91.667,91.592,89.137,89.137,89.137,83.532,83.532,83.532,86.086,86.607,86.905,86.384,86.310,86.310,99.777,99.702,99.702,86.905,86.905,86.905,92.188,92.113,92.188,92.262,92.039,92.113,92.039,92.113,92.039,90.923,91.146,91.071,89.732,92.113,89.732,89.955,90.030,89.955,88.616,89.137,91.890,91.890,91.815,82.265,82.265,82.265,89.211,89.137,87.723,87.723,87.723,87.277,87.277,87.277,90.923,90.923,90.923,91.815,91.295,91.890,91.295,91.295,91.071,91.220,90.551,90.179,90.551,88.244,88.244,88.170,90.997,90.848,91.146,,88.988
RMNH.INS.1271389_Cs_ochroptera - ND4 CDS,83.458,83.458,83.532,85.565,85.640,85.640,89.658,89.658,89.658,89.807,89.807,89.881,83.607,83.532,83.532,87.202,88.170,88.095,87.277,87.202,87.202,88.914,88.839,88.988,87.277,87.277,87.277,89.286,89.211,89.137,89.360,89.063,89.063,88.542,88.616,88.542,88.170,88.467,88.393,87.202,88.542,87.202,87.574,87.649,87.574,89.360,89.807,89.583,89.435,89.509,83.830,83.830,83.830,89.881,89.807,88.690,88.690,88.690,91.964,91.964,91.964,87.649,87.649,87.649,88.839,88.616,89.435,88.690,88.690,88.467,88.095,87.426,87.277,87.426,87.202,87.202,86.979,88.542,88.095,88.318,88.988,
