,RMNH.INS.1271298_An_messeae - ND1 CDS,RMNH.INS.1271299_An_messeae - ND1 CDS,RMNH.INS.1271300_An_messeae - ND1 CDS,RMNH.INS.1271301_Cq_richiardii - ND1 CDS,RMNH.INS.1271302_Cq_richiardii - ND1 CDS,RMNH.INS.1271303_Cq_richiardii - ND1 CDS,RMNH.INS.1271304_Ae_vexans - ND1 CDS,RMNH.INS.1271305_Ae_vexans - ND1 CDS,RMNH.INS.1271306_Ae_vexans - ND1 CDS,RMNH.INS.1271307_Cs_annulata - ND1 CDS,RMNH.INS.1271308_Cs_annulata - ND1 CDS,RMNH.INS.1271309_Cs_annulata - ND1 CDS,RMNH.INS.1271310_An_claviger - ND1 CDS,RMNH.INS.1271311_An_claviger - ND1 CDS,RMNH.INS.1271312_An_claviger - ND1 CDS,RMNH.INS.1271313_Cx_modestus - ND1 CDS,RMNH.INS.1271314_Cx_modestus - ND1 CDS,RMNH.INS.1271315_Cx_modestus - ND1 CDS,RMNH.INS.1271316_Cx_territans - ND1 CDS,RMNH.INS.1271317_Cx_territans - ND1 CDS,RMNH.INS.1271318_Cx_territans - ND1 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271322_Cs_longiareolata - ND1 CDS,RMNH.INS.1271323_Cs_longiareolata - ND1 CDS,RMNH.INS.1271324_Cs_longiareolata - ND1 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271331_Ae_rusticus - ND1 CDS,RMNH.INS.1271332_Ae_rusticus - ND1 CDS,RMNH.INS.1271333_Ae_rusticus - ND1 CDS,RMNH.INS.1271334_Ae_communis - ND1 CDS,RMNH.INS.1271335_Ae_communis - ND1 CDS,RMNH.INS.1271336_Ae_communis - ND1 CDS,RMNH.INS.1271337_Ae_punctor - ND1 CDS,RMNH.INS.1271338_Ae_rusticus - ND1 CDS,RMNH.INS.1271339_Ae_punctor - ND1 CDS,RMNH.INS.1271340_Ae_geniculatus - ND1 CDS,RMNH.INS.1271341_Ae_geniculatus - ND1 CDS,RMNH.INS.1271342_Ae_geniculatus - ND1 CDS,RMNH.INS.1271344_Cs_subochrea - ND1 CDS,RMNH.INS.1271345_Cs_annulata - ND1 CDS,RMNH.INS.1271346_Ae_caspius - ND1 CDS,RMNH.INS.1271347_Ae_caspius - ND1 CDS,RMNH.INS.1271348_Ae_caspius - ND1 CDS,RMNH.INS.1271349_An_plumbeus - ND1 CDS,RMNH.INS.1271350_An_plumbeus - ND1 CDS,RMNH.INS.1271351_An_plumbeus - ND1 CDS,RMNH.INS.1271352_Cs_annulata - ND1 CDS,RMNH.INS.1271354_Cs_annulata - ND1 CDS,RMNH.INS.1271355_Cx_pipiens - ND1 CDS,RMNH.INS.1271356_Cx_pipiens - ND1 CDS,RMNH.INS.1271357_Cx_pipiens - ND1 CDS,RMNH.INS.1271358_Cs_morsitans - ND1 CDS,RMNH.INS.1271359_Cs_morsitans - ND1 CDS,RMNH.INS.1271360_Cs_morsitans - ND1 CDS,RMNH.INS.1271361_Ae_sticticus - ND1 CDS,RMNH.INS.1271362_Ae_sticticus - ND1 CDS,RMNH.INS.1271363_Ae_sticticus - ND1 CDS,RMNH.INS.1271367_Ae_detritus - ND1 CDS,RMNH.INS.1271368_Ae_detritus - ND1 CDS,RMNH.INS.1271369_Ae_caspius - ND1 CDS,RMNH.INS.1271370_Ae_flavescens - ND1 CDS,RMNH.INS.1271371_Ae_flavescens - ND1 CDS,RMNH.INS.1271372_Ae_flavescens - ND1 CDS,RMNH.INS.1271375_Ae_leucomelas - ND1 CDS,RMNH.INS.1271376_Ae_albopictus - ND1 CDS,RMNH.INS.1271377_Ae_albopictus - ND1 CDS,RMNH.INS.1271378_Ae_albopictus - ND1 CDS,RMNH.INS.1271379_Ae_japonicus - ND1 CDS,RMNH.INS.1271380_Ae_japonicus - ND1 CDS,RMNH.INS.1271381_Ae_japonicus - ND1 CDS,RMNH.INS.1271382_Ae_aegypti - ND1 CDS,RMNH.INS.1271383_Ae_aegypti - ND1 CDS,RMNH.INS.1271384_Ae_aegypti - ND1 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271389_Cs_ochroptera - ND1 CDS
RMNH.INS.1271358_Cs_morsitans - ND1 CDS,86.102,86.311,86.416,87.983,87.879,87.983,90.909,90.805,90.805,91.850,91.954,91.401,86.729,86.729,86.625,89.133,88.924,89.133,88.192,88.192,88.192,90.596,90.596,90.596,90.764,90.764,90.764,89.278,89.703,89.597,89.278,89.809,89.490,90.977,91.083,91.083,90.446,90.340,90.340,89.278,91.083,89.278,90.221,90.221,90.221,91.432,91.954,90.870,90.764,90.658,86.416,86.520,86.416,91.954,91.954,89.446,89.446,89.237,,100.000,100.000,90.977,90.977,90.977,90.127,90.658,90.764,90.446,90.446,90.340,89.703,89.384,89.490,89.490,89.274,89.274,89.485,89.655,89.655,89.760,90.700,92.268
RMNH.INS.1271359_Cs_morsitans - ND1 CDS,86.102,86.311,86.416,87.983,87.879,87.983,90.909,90.805,90.805,91.850,91.954,91.401,86.729,86.729,86.625,89.133,88.924,89.133,88.192,88.192,88.192,90.596,90.596,90.596,90.764,90.764,90.764,89.278,89.703,89.597,89.278,89.809,89.490,90.977,91.083,91.083,90.446,90.340,90.340,89.278,91.083,89.278,90.221,90.221,90.221,91.432,91.954,90.870,90.764,90.658,86.416,86.520,86.416,91.954,91.954,89.446,89.446,89.237,100.000,,100.000,90.977,90.977,90.977,90.127,90.658,90.764,90.446,90.446,90.340,89.703,89.384,89.490,89.490,89.274,89.274,89.485,89.655,89.655,89.760,90.700,92.268
RMNH.INS.1271360_Cs_morsitans - ND1 CDS,86.102,86.311,86.416,87.983,87.879,87.983,90.909,90.805,90.805,91.850,91.954,91.401,86.729,86.729,86.625,89.133,88.924,89.133,88.192,88.192,88.192,90.596,90.596,90.596,90.764,90.764,90.764,89.278,89.703,89.597,89.278,89.809,89.490,90.977,91.083,91.083,90.446,90.340,90.340,89.278,91.083,89.278,90.221,90.221,90.221,91.432,91.954,90.870,90.764,90.658,86.416,86.520,86.416,91.954,91.954,89.446,89.446,89.237,100.000,100.000,,90.977,90.977,90.977,90.127,90.658,90.764,90.446,90.446,90.340,89.703,89.384,89.490,89.490,89.274,89.274,89.485,89.655,89.655,89.760,90.700,92.268
RMNH.INS.1271361_Ae_sticticus - ND1 CDS,89.384,89.384,89.384,89.278,89.172,89.278,93.206,92.994,93.100,91.189,91.295,90.870,88.535,88.535,88.535,90.127,90.021,90.234,89.915,90.021,90.021,93.206,93.206,93.206,89.915,89.915,89.915,93.312,93.949,93.524,93.100,93.524,93.312,93.100,93.206,93.206,93.312,92.994,92.994,91.932,93.206,91.932,93.524,93.524,93.524,91.507,91.295,94.055,93.737,93.843,87.367,87.473,87.367,91.295,91.295,90.658,90.658,90.552,90.977,90.977,90.977,,100.000,100.000,93.737,94.161,93.737,93.737,93.737,93.631,94.161,92.569,92.675,92.675,91.189,91.189,91.401,91.614,91.826,91.614,93.100,89.915
RMNH.INS.1271362_Ae_sticticus - ND1 CDS,89.384,89.384,89.384,89.278,89.172,89.278,93.206,92.994,93.100,91.189,91.295,90.870,88.535,88.535,88.535,90.127,90.021,90.234,89.915,90.021,90.021,93.206,93.206,93.206,89.915,89.915,89.915,93.312,93.949,93.524,93.100,93.524,93.312,93.100,93.206,93.206,93.312,92.994,92.994,91.932,93.206,91.932,93.524,93.524,93.524,91.507,91.295,94.055,93.737,93.843,87.367,87.473,87.367,91.295,91.295,90.658,90.658,90.552,90.977,90.977,90.977,100.000,,100.000,93.737,94.161,93.737,93.737,93.737,93.631,94.161,92.569,92.675,92.675,91.189,91.189,91.401,91.614,91.826,91.614,93.100,89.915
RMNH.INS.1271363_Ae_sticticus - ND1 CDS,89.384,89.384,89.384,89.278,89.172,89.278,93.206,92.994,93.100,91.189,91.295,90.870,88.535,88.535,88.535,90.127,90.021,90.234,89.915,90.021,90.021,93.206,93.206,93.206,89.915,89.915,89.915,93.312,93.949,93.524,93.100,93.524,93.312,93.100,93.206,93.206,93.312,92.994,92.994,91.932,93.206,91.932,93.524,93.524,93.524,91.507,91.295,94.055,93.737,93.843,87.367,87.473,87.367,91.295,91.295,90.658,90.658,90.552,90.977,90.977,90.977,100.000,100.000,,93.737,94.161,93.737,93.737,93.737,93.631,94.161,92.569,92.675,92.675,91.189,91.189,91.401,91.614,91.826,91.614,93.100,89.915
RMNH.INS.1271367_Ae_detritus - ND1 CDS,88.004,88.323,88.535,89.278,89.172,89.066,92.357,92.463,92.251,91.401,91.401,91.189,88.854,88.960,88.854,90.127,89.915,90.340,90.977,91.083,91.083,93.312,93.312,93.312,90.552,90.552,90.552,93.100,93.418,93.843,92.994,94.161,93.737,93.418,93.524,93.524,94.692,94.480,94.480,92.569,93.524,92.569,94.374,94.374,94.374,90.977,91.401,95.011,94.904,95.011,87.686,87.792,87.686,91.401,91.401,90.658,90.658,90.552,90.127,90.127,90.127,93.737,93.737,93.737,,98.408,94.904,93.524,93.524,93.418,94.692,92.038,92.144,92.144,91.826,91.826,91.932,91.720,91.826,91.401,93.418,90.234
RMNH.INS.1271368_Ae_detritus - ND1 CDS,88.641,88.960,89.172,89.278,89.172,89.066,92.887,92.994,92.781,91.401,91.401,91.189,88.854,88.960,88.854,89.597,89.809,90.234,91.295,91.401,91.401,93.737,93.737,93.737,90.658,90.658,90.658,93.524,93.631,93.843,93.312,94.586,93.843,93.737,93.843,93.843,95.117,95.117,95.117,93.206,93.843,93.206,94.904,94.904,94.904,91.083,91.401,95.541,95.435,95.541,87.792,87.898,87.792,91.401,91.401,91.295,91.295,91.189,90.658,90.658,90.658,94.161,94.161,94.161,98.408,,95.435,93.737,93.737,93.631,95.117,92.251,92.357,92.357,92.357,92.357,92.463,92.569,92.569,92.357,93.843,89.915
RMNH.INS.1271369_Ae_caspius - ND1 CDS,88.429,88.747,88.747,88.960,88.854,88.747,93.737,93.737,93.631,92.463,92.463,92.038,88.217,88.323,88.217,90.658,90.552,90.977,90.870,90.977,90.977,93.312,93.312,93.312,90.340,90.340,90.340,95.011,95.011,95.011,94.798,95.754,95.223,93.737,93.843,93.843,94.798,94.692,94.692,92.781,93.843,92.781,94.374,94.374,94.374,91.720,92.463,99.682,100.000,99.682,87.686,87.792,87.686,92.463,92.463,91.083,91.083,90.977,90.764,90.764,90.764,93.737,93.737,93.737,94.904,95.435,,94.798,94.798,94.692,95.329,92.569,92.675,92.675,91.826,91.826,91.826,91.507,91.720,91.614,93.418,90.552
RMNH.INS.1271370_Ae_flavescens - ND1 CDS,87.792,88.110,88.323,88.854,88.747,88.854,92.569,92.251,92.463,91.614,91.614,91.189,87.473,87.473,87.367,89.490,89.278,89.490,90.021,90.127,90.127,92.251,92.251,92.251,89.384,89.384,89.384,96.709,97.028,97.346,96.497,97.346,97.452,92.781,92.887,92.887,93.843,93.631,93.631,92.357,92.887,92.357,92.887,92.887,92.887,90.977,91.614,95.117,94.798,94.904,86.200,86.306,86.200,91.614,91.614,90.021,90.021,89.915,90.446,90.446,90.446,93.737,93.737,93.737,93.524,93.737,94.798,,100.000,99.894,95.223,92.144,92.251,92.251,90.658,90.658,90.446,90.764,91.401,90.764,92.357,89.703
RMNH.INS.1271371_Ae_flavescens - ND1 CDS,87.792,88.110,88.323,88.854,88.747,88.854,92.569,92.251,92.463,91.614,91.614,91.189,87.473,87.473,87.367,89.490,89.278,89.490,90.021,90.127,90.127,92.251,92.251,92.251,89.384,89.384,89.384,96.709,97.028,97.346,96.497,97.346,97.452,92.781,92.887,92.887,93.843,93.631,93.631,92.357,92.887,92.357,92.887,92.887,92.887,90.977,91.614,95.117,94.798,94.904,86.200,86.306,86.200,91.614,91.614,90.021,90.021,89.915,90.446,90.446,90.446,93.737,93.737,93.737,93.524,93.737,94.798,100.000,,99.894,95.223,92.144,92.251,92.251,90.658,90.658,90.446,90.764,91.401,90.764,92.357,89.703
RMNH.INS.1271372_Ae_flavescens - ND1 CDS,87.686,88.004,88.217,88.747,88.641,88.747,92.463,92.144,92.357,91.507,91.507,91.083,87.367,87.367,87.261,89.384,89.172,89.384,89.915,90.021,90.021,92.144,92.144,92.144,89.278,89.278,89.278,96.815,97.134,97.452,96.603,97.452,97.558,92.675,92.781,92.781,93.949,93.737,93.737,92.463,92.781,92.463,92.781,92.781,92.781,90.870,91.507,95.011,94.692,94.798,86.306,86.412,86.306,91.507,91.507,90.127,90.127,90.021,90.340,90.340,90.340,93.631,93.631,93.631,93.418,93.631,94.692,99.894,99.894,,95.117,92.038,92.144,92.144,90.552,90.552,90.340,90.658,91.295,90.658,92.251,89.597
RMNH.INS.1271375_Ae_leucomelas - ND1 CDS,88.747,89.066,89.172,88.960,88.854,88.960,93.418,93.206,93.312,91.826,91.826,91.189,88.110,88.217,88.217,90.021,90.021,90.021,90.658,90.764,90.764,92.463,92.463,92.463,90.658,90.658,90.658,95.011,95.541,95.329,94.904,96.072,95.860,93.312,93.418,93.418,95.011,95.117,95.117,93.524,93.418,93.524,94.055,94.055,94.055,91.401,91.826,95.648,95.329,95.435,87.580,87.686,87.580,91.826,91.826,91.295,91.295,91.189,89.703,89.703,89.703,94.161,94.161,94.161,94.692,95.117,95.329,95.223,95.223,95.117,,92.675,92.781,92.781,92.144,92.144,92.251,91.401,91.507,91.507,92.569,89.809
RMNH.INS.1271376_Ae_albopictus - ND1 CDS,87.155,87.261,87.367,88.641,88.535,88.429,92.144,92.038,92.038,90.977,90.977,90.552,87.898,87.898,87.792,88.535,88.747,89.172,89.703,89.809,89.809,91.614,91.614,91.614,89.915,89.915,89.915,91.720,91.932,91.932,91.720,92.144,91.720,92.887,92.781,92.781,92.251,92.463,92.463,90.977,92.781,90.977,91.507,91.507,91.507,90.552,90.977,92.781,92.569,92.569,87.473,87.580,87.473,90.977,90.977,90.234,90.234,90.127,89.384,89.384,89.384,92.569,92.569,92.569,92.038,92.251,92.569,92.144,92.144,92.038,92.675,,99.894,99.894,91.189,91.189,91.189,90.446,90.764,90.552,91.720,89.809
RMNH.INS.1271377_Ae_albopictus - ND1 CDS,87.261,87.367,87.473,88.641,88.535,88.429,92.251,92.144,92.144,91.083,91.083,90.658,88.004,88.004,87.898,88.641,88.854,89.278,89.703,89.809,89.809,91.720,91.720,91.720,90.021,90.021,90.021,91.826,92.038,92.038,91.826,92.251,91.826,92.994,92.887,92.887,92.357,92.569,92.569,91.083,92.887,91.083,91.614,91.614,91.614,90.658,91.083,92.887,92.675,92.675,87.580,87.686,87.580,91.083,91.083,90.234,90.234,90.127,89.490,89.490,89.490,92.675,92.675,92.675,92.144,92.357,92.675,92.251,92.251,92.144,92.781,99.894,,99.788,91.295,91.295,91.295,90.552,90.870,90.658,91.826,89.915
RMNH.INS.1271378_Ae_albopictus - ND1 CDS,87.261,87.367,87.473,88.747,88.641,88.535,92.251,92.144,92.144,91.083,91.083,90.658,88.004,88.004,87.898,88.641,88.854,89.278,89.809,89.915,89.915,91.720,91.720,91.720,90.021,90.021,90.021,91.826,92.038,92.038,91.826,92.251,91.826,92.994,92.887,92.887,92.357,92.569,92.569,91.083,92.887,91.083,91.614,91.614,91.614,90.658,91.083,92.887,92.675,92.675,87.580,87.686,87.580,91.083,91.083,90.340,90.340,90.234,89.490,89.490,89.490,92.675,92.675,92.675,92.144,92.357,92.675,92.251,92.251,92.144,92.781,99.894,99.788,,91.295,91.295,91.295,90.552,90.870,90.658,91.826,89.915
RMNH.INS.1271379_Ae_japonicus - ND1 CDS,87.066,87.382,87.697,87.592,87.487,87.382,91.693,91.693,91.588,90.747,90.747,90.340,87.697,87.802,87.697,88.959,89.380,89.380,89.064,89.169,89.169,92.114,92.114,92.114,89.384,89.384,89.384,90.658,90.764,90.658,90.658,91.295,91.083,90.870,90.977,90.977,91.614,91.614,91.614,90.658,90.977,90.658,91.272,91.272,91.272,89.800,90.747,92.144,91.826,91.932,87.066,87.171,87.066,90.747,90.747,90.011,90.011,89.905,89.274,89.274,89.274,91.189,91.189,91.189,91.826,92.357,91.826,90.658,90.658,90.552,92.144,91.189,91.295,91.295,,100.000,99.369,90.957,91.272,91.483,92.219,90.641
RMNH.INS.1271380_Ae_japonicus - ND1 CDS,87.066,87.382,87.697,87.592,87.487,87.382,91.693,91.693,91.588,90.747,90.747,90.340,87.697,87.802,87.697,88.959,89.380,89.380,89.064,89.169,89.169,92.114,92.114,92.114,89.384,89.384,89.384,90.658,90.764,90.658,90.658,91.295,91.083,90.870,90.977,90.977,91.614,91.614,91.614,90.658,90.977,90.658,91.272,91.272,91.272,89.800,90.747,92.144,91.826,91.932,87.066,87.171,87.066,90.747,90.747,90.011,90.011,89.905,89.274,89.274,89.274,91.189,91.189,91.189,91.826,92.357,91.826,90.658,90.658,90.552,92.144,91.189,91.295,91.295,100.000,,99.369,90.957,91.272,91.483,92.219,90.641
RMNH.INS.1271381_Ae_japonicus - ND1 CDS,87.277,87.592,87.697,87.697,87.592,87.487,91.798,91.798,91.693,90.747,90.747,90.340,87.697,87.802,87.697,89.064,89.485,89.485,89.169,89.274,89.274,92.008,92.008,92.008,89.490,89.490,89.490,90.446,90.764,90.446,90.446,91.083,90.870,90.977,91.083,91.083,91.614,91.614,91.614,90.658,91.083,90.658,91.588,91.588,91.588,89.905,90.747,92.144,91.826,91.932,87.171,87.277,87.171,90.747,90.747,90.011,90.011,89.905,89.485,89.485,89.485,91.401,91.401,91.401,91.932,92.463,91.826,90.446,90.446,90.340,92.251,91.189,91.295,91.295,99.369,99.369,,90.957,91.483,91.483,92.114,90.747
RMNH.INS.1271382_Ae_aegypti - ND1 CDS,88.506,88.506,88.715,86.729,86.625,86.729,91.850,91.641,91.745,91.536,91.536,90.977,86.938,86.938,86.729,89.237,89.342,89.342,90.387,90.491,90.491,91.641,91.641,91.641,89.172,89.172,89.172,90.127,90.340,90.658,89.915,91.189,90.764,91.507,91.614,91.614,91.083,91.189,91.189,90.446,91.614,90.446,92.114,92.114,92.114,90.596,91.536,91.826,91.507,91.614,86.625,86.729,86.625,91.536,91.536,90.073,90.073,89.969,89.655,89.655,89.655,91.614,91.614,91.614,91.720,92.569,91.507,90.764,90.764,90.658,91.401,90.446,90.552,90.552,90.957,90.957,90.957,,98.642,99.269,91.745,90.073
RMNH.INS.1271383_Ae_aegypti - ND1 CDS,88.401,88.610,88.924,86.834,86.729,86.834,91.954,91.745,91.850,91.745,91.745,91.189,87.565,87.565,87.356,89.446,89.342,89.551,90.282,90.387,90.387,91.954,91.954,91.954,89.278,89.278,89.278,90.127,90.552,91.083,90.127,91.189,91.189,91.720,91.826,91.826,91.401,91.295,91.295,90.870,91.826,90.870,92.324,92.324,92.324,90.909,91.745,92.038,91.720,91.826,86.416,86.520,86.416,91.745,91.745,90.178,90.178,90.073,89.655,89.655,89.655,91.826,91.826,91.826,91.826,92.569,91.720,91.401,91.401,91.295,91.507,90.764,90.870,90.870,91.272,91.272,91.483,98.642,,98.955,92.059,90.282
RMNH.INS.1271384_Ae_aegypti - ND1 CDS,88.506,88.506,88.715,86.729,86.625,86.729,91.954,91.745,91.850,91.745,91.745,91.189,87.147,87.147,86.938,88.819,89.133,89.133,90.387,90.491,90.491,91.641,91.641,91.641,89.490,89.490,89.490,90.127,90.340,90.870,90.127,91.189,90.977,91.720,91.826,91.826,91.189,91.295,91.295,90.552,91.826,90.552,92.114,92.114,92.114,90.596,91.745,91.932,91.614,91.720,86.625,86.729,86.625,91.745,91.745,90.178,90.178,90.073,89.760,89.760,89.760,91.614,91.614,91.614,91.401,92.357,91.614,90.764,90.764,90.658,91.507,90.552,90.658,90.658,91.483,91.483,91.483,99.269,98.955,,91.745,90.282
RMNH.INS.1271386_Ae_cinereus_geminus - ND1 CDS,88.192,88.506,88.610,87.356,87.252,87.147,93.208,93.312,93.103,91.954,91.954,91.614,88.715,88.715,88.610,90.073,90.387,90.596,91.223,91.327,91.327,99.896,99.791,99.896,91.401,91.401,91.401,92.781,92.994,92.887,92.569,93.206,92.887,92.038,92.144,92.144,93.100,92.887,92.887,91.401,92.144,91.401,92.850,92.850,92.850,91.327,91.954,93.737,93.418,93.524,87.147,87.252,87.147,91.954,91.954,91.223,91.223,91.014,90.700,90.700,90.700,93.100,93.100,93.100,93.418,93.843,93.418,92.357,92.357,92.251,92.569,91.720,91.826,91.826,92.219,92.219,92.114,91.745,92.059,91.745,,90.909
RMNH.INS.1271389_Cs_ochroptera - ND1 CDS,87.356,87.670,87.879,87.356,87.252,87.147,91.432,91.432,91.327,92.894,92.894,92.357,87.461,87.565,87.461,90.700,90.805,91.223,89.446,89.551,89.551,90.805,90.805,90.805,91.614,91.614,91.614,89.384,89.809,89.703,89.384,90.234,90.127,90.977,90.870,90.870,90.552,90.234,90.234,88.854,90.870,88.854,89.905,89.905,89.905,92.268,92.894,90.870,90.552,90.658,87.356,87.461,87.356,92.894,92.894,91.223,91.223,91.014,92.268,92.268,92.268,89.915,89.915,89.915,90.234,89.915,90.552,89.703,89.703,89.597,89.809,89.809,89.915,89.915,90.641,90.641,90.747,90.073,90.282,90.282,90.909,
