,RMNH.INS.1271298_An_messeae - ATP8 CDS,RMNH.INS.1271299_An_messeae - ATP8 CDS,RMNH.INS.1271300_An_messeae - ATP8 CDS,RMNH.INS.1271301_Cq_richiardii - ATP8 CDS,RMNH.INS.1271302_Cq_richiardii - ATP8 CDS,RMNH.INS.1271303_Cq_richiardii - ATP8 CDS,RMNH.INS.1271304_Ae_vexans - ATP8 CDS,RMNH.INS.1271305_Ae_vexans - ATP8 CDS,RMNH.INS.1271306_Ae_vexans - ATP8 CDS,RMNH.INS.1271307_Cs_annulata - ATP8 CDS,RMNH.INS.1271308_Cs_annulata - ATP8 CDS,RMNH.INS.1271309_Cs_annulata - ATP8 CDS,RMNH.INS.1271310_An_claviger - ATP8 CDS,RMNH.INS.1271311_An_claviger - ATP8 CDS,RMNH.INS.1271312_An_claviger - ATP8 CDS,RMNH.INS.1271313_Cx_modestus - ATP8 CDS,RMNH.INS.1271314_Cx_modestus - ATP8 CDS,RMNH.INS.1271315_Cx_modestus - ATP8 CDS,RMNH.INS.1271316_Cx_territans - ATP8 CDS,RMNH.INS.1271317_Cx_territans - ATP8 CDS,RMNH.INS.1271318_Cx_territans - ATP8 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ATP8 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ATP8 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ATP8 CDS,RMNH.INS.1271322_Cs_longiareolata - ATP8 CDS,RMNH.INS.1271323_Cs_longiareolata - ATP8 CDS,RMNH.INS.1271324_Cs_longiareolata - ATP8 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ATP8 CDS,RMNH.INS.1271331_Ae_rusticus - ATP8 CDS,RMNH.INS.1271332_Ae_rusticus - ATP8 CDS,RMNH.INS.1271333_Ae_rusticus - ATP8 CDS,RMNH.INS.1271334_Ae_communis - ATP8 CDS,RMNH.INS.1271335_Ae_communis - ATP8 CDS,RMNH.INS.1271336_Ae_communis - ATP8 CDS,RMNH.INS.1271337_Ae_punctor - ATP8 CDS,RMNH.INS.1271338_Ae_rusticus - ATP8 CDS,RMNH.INS.1271339_Ae_punctor - ATP8 CDS,RMNH.INS.1271340_Ae_geniculatus - ATP8 CDS,RMNH.INS.1271341_Ae_geniculatus - ATP8 CDS,RMNH.INS.1271342_Ae_geniculatus - ATP8 CDS,RMNH.INS.1271344_Cs_subochrea - ATP8 CDS,RMNH.INS.1271345_Cs_annulata - ATP8 CDS,RMNH.INS.1271346_Ae_caspius - ATP8 CDS,RMNH.INS.1271347_Ae_caspius - ATP8 CDS,RMNH.INS.1271348_Ae_caspius - ATP8 CDS,RMNH.INS.1271349_An_plumbeus - ATP8 CDS,RMNH.INS.1271350_An_plumbeus - ATP8 CDS,RMNH.INS.1271351_An_plumbeus - ATP8 CDS,RMNH.INS.1271352_Cs_annulata - ATP8 CDS,RMNH.INS.1271354_Cs_annulata - ATP8 CDS,RMNH.INS.1271355_Cx_pipiens - ATP8 CDS,RMNH.INS.1271356_Cx_pipiens - ATP8 CDS,RMNH.INS.1271357_Cx_pipiens - ATP8 CDS,RMNH.INS.1271358_Cs_morsitans - ATP8 CDS,RMNH.INS.1271359_Cs_morsitans - ATP8 CDS,RMNH.INS.1271360_Cs_morsitans - ATP8 CDS,RMNH.INS.1271361_Ae_sticticus - ATP8 CDS,RMNH.INS.1271362_Ae_sticticus - ATP8 CDS,RMNH.INS.1271363_Ae_sticticus - ATP8 CDS,RMNH.INS.1271367_Ae_detritus - ATP8 CDS,RMNH.INS.1271368_Ae_detritus - ATP8 CDS,RMNH.INS.1271369_Ae_caspius - ATP8 CDS,RMNH.INS.1271370_Ae_flavescens - ATP8 CDS,RMNH.INS.1271371_Ae_flavescens - ATP8 CDS,RMNH.INS.1271372_Ae_flavescens - ATP8 CDS,RMNH.INS.1271375_Ae_leucomelas - ATP8 CDS,RMNH.INS.1271376_Ae_albopictus - ATP8 CDS,RMNH.INS.1271377_Ae_albopictus - ATP8 CDS,RMNH.INS.1271378_Ae_albopictus - ATP8 CDS,RMNH.INS.1271379_Ae_japonicus - ATP8 CDS,RMNH.INS.1271380_Ae_japonicus - ATP8 CDS,RMNH.INS.1271381_Ae_japonicus - ATP8 CDS,RMNH.INS.1271382_Ae_aegypti - ATP8 CDS,RMNH.INS.1271383_Ae_aegypti - ATP8 CDS,RMNH.INS.1271384_Ae_aegypti - ATP8 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ATP8 CDS,RMNH.INS.1271389_Cs_ochroptera - ATP8 CDS
RMNH.INS.1271357_Cx_pipiens - ATP8 CDS,79.630,79.630,79.630,82.716,82.716,82.716,85.185,84.568,85.185,82.099,82.099,82.099,76.543,77.160,76.543,94.444,94.444,95.062,91.975,91.358,91.975,83.951,83.951,83.951,82.716,82.716,82.716,85.185,85.185,85.185,85.185,85.802,85.185,84.568,84.568,84.568,85.185,85.802,85.802,83.951,85.185,83.951,86.420,86.420,86.420,82.099,82.099,85.185,85.185,85.185,80.247,80.247,80.247,82.099,82.099,100.000,100.000,,78.395,78.395,78.395,83.951,83.951,83.951,84.568,85.185,85.185,86.420,86.420,86.420,85.185,82.716,82.716,82.099,87.037,87.037,87.037,83.333,83.951,83.333,83.951,83.951
RMNH.INS.1271358_Cs_morsitans - ATP8 CDS,77.160,77.160,77.160,81.481,81.481,81.481,82.099,82.716,82.099,86.420,86.420,86.420,75.926,75.309,75.926,80.864,81.481,80.864,81.481,81.481,81.481,86.420,86.420,86.420,85.185,85.185,85.185,87.037,87.037,87.037,87.037,86.420,87.037,87.037,87.037,87.037,85.185,85.802,85.802,84.568,86.420,84.568,86.420,86.420,86.420,83.951,86.420,87.654,87.654,87.654,77.160,77.160,77.160,86.420,86.420,78.395,78.395,78.395,,100.000,100.000,85.802,85.802,85.802,85.185,87.037,87.654,87.037,87.037,87.037,87.654,86.420,86.420,85.802,83.951,83.951,83.951,83.951,85.802,84.568,86.420,90.741
RMNH.INS.1271359_Cs_morsitans - ATP8 CDS,77.160,77.160,77.160,81.481,81.481,81.481,82.099,82.716,82.099,86.420,86.420,86.420,75.926,75.309,75.926,80.864,81.481,80.864,81.481,81.481,81.481,86.420,86.420,86.420,85.185,85.185,85.185,87.037,87.037,87.037,87.037,86.420,87.037,87.037,87.037,87.037,85.185,85.802,85.802,84.568,86.420,84.568,86.420,86.420,86.420,83.951,86.420,87.654,87.654,87.654,77.160,77.160,77.160,86.420,86.420,78.395,78.395,78.395,100.000,,100.000,85.802,85.802,85.802,85.185,87.037,87.654,87.037,87.037,87.037,87.654,86.420,86.420,85.802,83.951,83.951,83.951,83.951,85.802,84.568,86.420,90.741
RMNH.INS.1271360_Cs_morsitans - ATP8 CDS,77.160,77.160,77.160,81.481,81.481,81.481,82.099,82.716,82.099,86.420,86.420,86.420,75.926,75.309,75.926,80.864,81.481,80.864,81.481,81.481,81.481,86.420,86.420,86.420,85.185,85.185,85.185,87.037,87.037,87.037,87.037,86.420,87.037,87.037,87.037,87.037,85.185,85.802,85.802,84.568,86.420,84.568,86.420,86.420,86.420,83.951,86.420,87.654,87.654,87.654,77.160,77.160,77.160,86.420,86.420,78.395,78.395,78.395,100.000,100.000,,85.802,85.802,85.802,85.185,87.037,87.654,87.037,87.037,87.037,87.654,86.420,86.420,85.802,83.951,83.951,83.951,83.951,85.802,84.568,86.420,90.741
RMNH.INS.1271361_Ae_sticticus - ATP8 CDS,81.481,81.481,81.481,84.568,84.568,84.568,93.210,93.827,93.210,90.741,90.741,90.741,78.395,77.778,78.395,85.802,87.037,86.420,86.420,86.420,86.420,92.593,92.593,92.593,90.123,90.123,90.123,93.210,93.210,93.210,93.210,93.827,93.210,93.210,93.210,93.210,93.827,94.444,94.444,90.741,93.210,90.741,93.210,93.210,93.210,88.272,90.741,95.062,95.062,95.062,79.630,79.630,79.630,90.741,90.741,83.951,83.951,83.951,85.802,85.802,85.802,,100.000,100.000,93.827,95.679,95.062,94.444,94.444,94.444,95.062,91.975,91.975,91.358,88.272,88.272,88.272,92.593,93.210,91.975,92.593,87.037
RMNH.INS.1271362_Ae_sticticus - ATP8 CDS,81.481,81.481,81.481,84.568,84.568,84.568,93.210,93.827,93.210,90.741,90.741,90.741,78.395,77.778,78.395,85.802,87.037,86.420,86.420,86.420,86.420,92.593,92.593,92.593,90.123,90.123,90.123,93.210,93.210,93.210,93.210,93.827,93.210,93.210,93.210,93.210,93.827,94.444,94.444,90.741,93.210,90.741,93.210,93.210,93.210,88.272,90.741,95.062,95.062,95.062,79.630,79.630,79.630,90.741,90.741,83.951,83.951,83.951,85.802,85.802,85.802,100.000,,100.000,93.827,95.679,95.062,94.444,94.444,94.444,95.062,91.975,91.975,91.358,88.272,88.272,88.272,92.593,93.210,91.975,92.593,87.037
RMNH.INS.1271363_Ae_sticticus - ATP8 CDS,81.481,81.481,81.481,84.568,84.568,84.568,93.210,93.827,93.210,90.741,90.741,90.741,78.395,77.778,78.395,85.802,87.037,86.420,86.420,86.420,86.420,92.593,92.593,92.593,90.123,90.123,90.123,93.210,93.210,93.210,93.210,93.827,93.210,93.210,93.210,93.210,93.827,94.444,94.444,90.741,93.210,90.741,93.210,93.210,93.210,88.272,90.741,95.062,95.062,95.062,79.630,79.630,79.630,90.741,90.741,83.951,83.951,83.951,85.802,85.802,85.802,100.000,100.000,,93.827,95.679,95.062,94.444,94.444,94.444,95.062,91.975,91.975,91.358,88.272,88.272,88.272,92.593,93.210,91.975,92.593,87.037
RMNH.INS.1271367_Ae_detritus - ATP8 CDS,80.247,80.247,80.247,84.568,84.568,84.568,94.444,93.827,94.444,90.123,90.123,90.123,77.778,78.395,77.778,83.333,84.568,83.951,87.037,87.037,87.037,91.975,91.975,91.975,89.506,89.506,89.506,94.444,94.444,94.444,94.444,95.062,94.444,94.444,94.444,94.444,95.062,94.444,94.444,92.593,94.444,92.593,93.210,93.210,93.210,86.420,90.123,97.531,97.531,97.531,79.012,79.012,79.012,90.123,90.123,84.568,84.568,84.568,85.185,85.185,85.185,93.827,93.827,93.827,,98.148,97.531,95.679,95.679,95.679,97.531,91.975,91.975,91.358,90.741,90.741,90.741,90.741,90.741,90.123,91.975,86.420
RMNH.INS.1271368_Ae_detritus - ATP8 CDS,80.864,80.864,80.864,85.185,85.185,85.185,95.062,94.444,95.062,91.975,91.975,91.975,77.160,77.778,77.160,85.185,86.420,85.802,87.037,87.037,87.037,93.827,93.827,93.827,90.123,90.123,90.123,95.062,95.062,95.062,95.062,95.679,95.062,95.062,95.062,95.062,95.679,96.296,96.296,93.210,95.062,93.210,95.062,95.062,95.062,88.272,91.975,98.148,98.148,98.148,79.630,79.630,79.630,91.975,91.975,85.185,85.185,85.185,87.037,87.037,87.037,95.679,95.679,95.679,98.148,,98.148,96.296,96.296,96.296,98.148,92.593,92.593,91.975,91.358,91.358,91.358,91.975,92.593,91.358,93.827,87.037
RMNH.INS.1271369_Ae_caspius - ATP8 CDS,81.481,81.481,81.481,85.802,85.802,85.802,93.210,92.593,93.210,91.358,91.358,91.358,76.543,77.160,76.543,84.568,85.802,85.185,86.420,86.420,86.420,93.827,93.827,93.827,90.741,90.741,90.741,95.679,95.679,95.679,95.679,96.296,95.679,94.444,94.444,94.444,97.531,96.914,96.914,94.444,94.444,94.444,95.679,95.679,95.679,87.654,91.358,100.000,100.000,100.000,80.247,80.247,80.247,91.358,91.358,85.185,85.185,85.185,87.654,87.654,87.654,95.062,95.062,95.062,97.531,98.148,,96.914,96.914,96.914,100.000,93.210,93.210,92.593,91.975,91.975,91.975,92.593,93.210,91.975,93.827,87.654
RMNH.INS.1271370_Ae_flavescens - ATP8 CDS,82.716,82.716,82.716,86.420,86.420,86.420,93.827,93.210,93.827,91.975,91.975,91.975,77.778,78.395,77.778,84.568,85.802,85.185,87.654,87.654,87.654,91.975,91.975,91.975,90.741,90.741,90.741,98.765,98.765,98.765,98.765,98.148,98.765,95.062,95.062,95.062,95.679,96.296,96.296,92.593,95.062,92.593,95.062,95.062,95.062,89.506,91.975,96.914,96.914,96.914,81.481,81.481,81.481,91.975,91.975,86.420,86.420,86.420,87.037,87.037,87.037,94.444,94.444,94.444,95.679,96.296,96.914,,100.000,100.000,96.914,93.827,93.827,93.210,92.593,92.593,92.593,92.593,93.210,91.975,91.975,89.506
RMNH.INS.1271371_Ae_flavescens - ATP8 CDS,82.716,82.716,82.716,86.420,86.420,86.420,93.827,93.210,93.827,91.975,91.975,91.975,77.778,78.395,77.778,84.568,85.802,85.185,87.654,87.654,87.654,91.975,91.975,91.975,90.741,90.741,90.741,98.765,98.765,98.765,98.765,98.148,98.765,95.062,95.062,95.062,95.679,96.296,96.296,92.593,95.062,92.593,95.062,95.062,95.062,89.506,91.975,96.914,96.914,96.914,81.481,81.481,81.481,91.975,91.975,86.420,86.420,86.420,87.037,87.037,87.037,94.444,94.444,94.444,95.679,96.296,96.914,100.000,,100.000,96.914,93.827,93.827,93.210,92.593,92.593,92.593,92.593,93.210,91.975,91.975,89.506
RMNH.INS.1271372_Ae_flavescens - ATP8 CDS,82.716,82.716,82.716,86.420,86.420,86.420,93.827,93.210,93.827,91.975,91.975,91.975,77.778,78.395,77.778,84.568,85.802,85.185,87.654,87.654,87.654,91.975,91.975,91.975,90.741,90.741,90.741,98.765,98.765,98.765,98.765,98.148,98.765,95.062,95.062,95.062,95.679,96.296,96.296,92.593,95.062,92.593,95.062,95.062,95.062,89.506,91.975,96.914,96.914,96.914,81.481,81.481,81.481,91.975,91.975,86.420,86.420,86.420,87.037,87.037,87.037,94.444,94.444,94.444,95.679,96.296,96.914,100.000,100.000,,96.914,93.827,93.827,93.210,92.593,92.593,92.593,92.593,93.210,91.975,91.975,89.506
RMNH.INS.1271375_Ae_leucomelas - ATP8 CDS,81.481,81.481,81.481,85.802,85.802,85.802,93.210,92.593,93.210,91.358,91.358,91.358,76.543,77.160,76.543,84.568,85.802,85.185,86.420,86.420,86.420,93.827,93.827,93.827,90.741,90.741,90.741,95.679,95.679,95.679,95.679,96.296,95.679,94.444,94.444,94.444,97.531,96.914,96.914,94.444,94.444,94.444,95.679,95.679,95.679,87.654,91.358,100.000,100.000,100.000,80.247,80.247,80.247,91.358,91.358,85.185,85.185,85.185,87.654,87.654,87.654,95.062,95.062,95.062,97.531,98.148,100.000,96.914,96.914,96.914,,93.210,93.210,92.593,91.975,91.975,91.975,92.593,93.210,91.975,93.827,87.654
RMNH.INS.1271376_Ae_albopictus - ATP8 CDS,83.951,83.951,83.951,87.654,87.654,87.654,91.358,91.975,91.358,87.654,87.654,87.654,79.012,78.395,79.012,83.333,84.568,83.951,85.185,85.185,85.185,89.506,89.506,89.506,88.272,88.272,88.272,92.593,92.593,92.593,92.593,93.210,92.593,92.593,92.593,92.593,92.593,93.210,93.210,89.506,92.593,89.506,93.827,93.827,93.827,87.654,87.654,93.210,93.210,93.210,83.951,83.951,83.951,87.654,87.654,82.716,82.716,82.716,86.420,86.420,86.420,91.975,91.975,91.975,91.975,92.593,93.210,93.827,93.827,93.827,93.210,,100.000,99.383,90.123,90.123,90.123,90.741,91.358,90.123,89.506,85.802
RMNH.INS.1271377_Ae_albopictus - ATP8 CDS,83.951,83.951,83.951,87.654,87.654,87.654,91.358,91.975,91.358,87.654,87.654,87.654,79.012,78.395,79.012,83.333,84.568,83.951,85.185,85.185,85.185,89.506,89.506,89.506,88.272,88.272,88.272,92.593,92.593,92.593,92.593,93.210,92.593,92.593,92.593,92.593,92.593,93.210,93.210,89.506,92.593,89.506,93.827,93.827,93.827,87.654,87.654,93.210,93.210,93.210,83.951,83.951,83.951,87.654,87.654,82.716,82.716,82.716,86.420,86.420,86.420,91.975,91.975,91.975,91.975,92.593,93.210,93.827,93.827,93.827,93.210,100.000,,99.383,90.123,90.123,90.123,90.741,91.358,90.123,89.506,85.802
RMNH.INS.1271378_Ae_albopictus - ATP8 CDS,83.333,83.333,83.333,87.037,87.037,87.037,90.741,91.358,90.741,87.037,87.037,87.037,78.395,77.778,78.395,82.716,83.951,83.333,84.568,84.568,84.568,88.889,88.889,88.889,87.654,87.654,87.654,91.975,91.975,91.975,91.975,92.593,91.975,91.975,91.975,91.975,91.975,92.593,92.593,88.889,91.975,88.889,93.210,93.210,93.210,87.037,87.037,92.593,92.593,92.593,83.333,83.333,83.333,87.037,87.037,82.099,82.099,82.099,85.802,85.802,85.802,91.358,91.358,91.358,91.358,91.975,92.593,93.210,93.210,93.210,92.593,99.383,99.383,,89.506,89.506,89.506,90.123,90.741,89.506,88.889,85.185
RMNH.INS.1271379_Ae_japonicus - ATP8 CDS,81.481,81.481,81.481,87.037,87.037,87.037,88.272,87.654,88.272,86.420,86.420,86.420,75.309,75.926,75.309,85.185,86.420,85.802,87.037,87.037,87.037,88.272,88.272,88.272,85.802,85.802,85.802,91.358,91.358,91.358,91.358,91.975,91.358,91.358,91.358,91.358,90.741,91.358,91.358,89.506,90.741,89.506,91.975,91.975,91.975,86.420,86.420,91.975,91.975,91.975,82.716,82.716,82.716,86.420,86.420,87.037,87.037,87.037,83.951,83.951,83.951,88.272,88.272,88.272,90.741,91.358,91.975,92.593,92.593,92.593,91.975,90.123,90.123,89.506,,100.000,100.000,87.037,87.654,86.420,88.272,85.185
RMNH.INS.1271380_Ae_japonicus - ATP8 CDS,81.481,81.481,81.481,87.037,87.037,87.037,88.272,87.654,88.272,86.420,86.420,86.420,75.309,75.926,75.309,85.185,86.420,85.802,87.037,87.037,87.037,88.272,88.272,88.272,85.802,85.802,85.802,91.358,91.358,91.358,91.358,91.975,91.358,91.358,91.358,91.358,90.741,91.358,91.358,89.506,90.741,89.506,91.975,91.975,91.975,86.420,86.420,91.975,91.975,91.975,82.716,82.716,82.716,86.420,86.420,87.037,87.037,87.037,83.951,83.951,83.951,88.272,88.272,88.272,90.741,91.358,91.975,92.593,92.593,92.593,91.975,90.123,90.123,89.506,100.000,,100.000,87.037,87.654,86.420,88.272,85.185
RMNH.INS.1271381_Ae_japonicus - ATP8 CDS,81.481,81.481,81.481,87.037,87.037,87.037,88.272,87.654,88.272,86.420,86.420,86.420,75.309,75.926,75.309,85.185,86.420,85.802,87.037,87.037,87.037,88.272,88.272,88.272,85.802,85.802,85.802,91.358,91.358,91.358,91.358,91.975,91.358,91.358,91.358,91.358,90.741,91.358,91.358,89.506,90.741,89.506,91.975,91.975,91.975,86.420,86.420,91.975,91.975,91.975,82.716,82.716,82.716,86.420,86.420,87.037,87.037,87.037,83.951,83.951,83.951,88.272,88.272,88.272,90.741,91.358,91.975,92.593,92.593,92.593,91.975,90.123,90.123,89.506,100.000,100.000,,87.037,87.654,86.420,88.272,85.185
RMNH.INS.1271382_Ae_aegypti - ATP8 CDS,82.716,82.716,82.716,84.568,84.568,84.568,90.741,90.123,90.741,88.272,88.272,88.272,79.012,79.630,79.012,82.716,83.951,83.333,85.185,85.185,85.185,88.889,88.889,88.889,88.272,88.272,88.272,91.358,91.358,91.358,91.358,91.358,91.358,89.506,89.506,89.506,91.358,91.975,91.975,88.272,89.506,88.272,90.741,90.741,90.741,85.802,88.272,92.593,92.593,92.593,80.864,80.864,80.864,88.272,88.272,83.333,83.333,83.333,83.951,83.951,83.951,92.593,92.593,92.593,90.741,91.975,92.593,92.593,92.593,92.593,92.593,90.741,90.741,90.123,87.037,87.037,87.037,,98.148,98.148,88.889,88.272
RMNH.INS.1271383_Ae_aegypti - ATP8 CDS,83.333,83.333,83.333,85.185,85.185,85.185,91.358,90.741,91.358,88.889,88.889,88.889,80.247,80.864,80.247,83.333,84.568,83.951,84.568,84.568,84.568,90.741,90.741,90.741,88.272,88.272,88.272,91.975,91.975,91.975,91.975,91.975,91.975,90.123,90.123,90.123,91.975,92.593,92.593,88.889,90.123,88.889,91.358,91.358,91.358,86.420,88.889,93.210,93.210,93.210,81.481,81.481,81.481,88.889,88.889,83.951,83.951,83.951,85.802,85.802,85.802,93.210,93.210,93.210,90.741,92.593,93.210,93.210,93.210,93.210,93.210,91.358,91.358,90.741,87.654,87.654,87.654,98.148,,98.765,90.741,88.272
RMNH.INS.1271384_Ae_aegypti - ATP8 CDS,82.099,82.099,82.099,84.568,84.568,84.568,90.741,90.123,90.741,87.654,87.654,87.654,80.247,80.864,80.247,82.716,83.951,83.333,84.568,84.568,84.568,90.123,90.123,90.123,87.654,87.654,87.654,90.741,90.741,90.741,90.741,90.741,90.741,88.889,88.889,88.889,90.741,91.358,91.358,87.654,88.889,87.654,90.123,90.123,90.123,85.185,87.654,91.975,91.975,91.975,80.247,80.247,80.247,87.654,87.654,83.333,83.333,83.333,84.568,84.568,84.568,91.975,91.975,91.975,90.123,91.358,91.975,91.975,91.975,91.975,91.975,90.123,90.123,89.506,86.420,86.420,86.420,98.148,98.765,,90.123,87.654
RMNH.INS.1271386_Ae_cinereus_geminus - ATP8 CDS,79.012,79.012,79.012,83.333,83.333,83.333,92.593,93.210,92.593,88.272,88.272,88.272,79.012,78.395,79.012,83.951,85.185,84.568,83.951,83.951,83.951,100.000,100.000,100.000,88.272,88.272,88.272,91.975,91.975,91.975,91.975,92.593,91.975,89.506,89.506,89.506,92.593,93.210,93.210,91.975,89.506,91.975,90.741,90.741,90.741,84.568,88.272,93.827,93.827,93.827,78.395,78.395,78.395,88.272,88.272,83.951,83.951,83.951,86.420,86.420,86.420,92.593,92.593,92.593,91.975,93.827,93.827,91.975,91.975,91.975,93.827,89.506,89.506,88.889,88.272,88.272,88.272,88.889,90.741,90.123,,83.951
RMNH.INS.1271389_Cs_ochroptera - ATP8 CDS,79.012,79.012,79.012,83.951,83.951,83.951,84.568,83.951,84.568,88.272,88.272,88.272,75.309,75.926,75.309,85.185,85.802,85.185,87.037,87.037,87.037,83.951,83.951,83.951,87.037,87.037,87.037,88.272,88.272,88.272,88.272,87.654,88.272,87.654,87.654,87.654,86.420,87.037,87.037,84.568,88.272,84.568,88.272,88.272,88.272,87.037,88.272,87.654,87.654,87.654,79.012,79.012,79.012,88.272,88.272,83.951,83.951,83.951,90.741,90.741,90.741,87.037,87.037,87.037,86.420,87.037,87.654,89.506,89.506,89.506,87.654,85.802,85.802,85.185,85.185,85.185,85.185,88.272,88.272,87.654,83.951,
