,RMNH.INS.1271298_An_messeae - ND3 CDS,RMNH.INS.1271299_An_messeae - ND3 CDS,RMNH.INS.1271300_An_messeae - ND3 CDS,RMNH.INS.1271301_Cq_richiardii - ND3 CDS,RMNH.INS.1271302_Cq_richiardii - ND3 CDS,RMNH.INS.1271303_Cq_richiardii - ND3 CDS,RMNH.INS.1271304_Ae_vexans - ND3 CDS,RMNH.INS.1271305_Ae_vexans - ND3 CDS,RMNH.INS.1271306_Ae_vexans - ND3 CDS,RMNH.INS.1271307_Cs_annulata - ND3 CDS,RMNH.INS.1271308_Cs_annulata - ND3 CDS,RMNH.INS.1271309_Cs_annulata - ND3 CDS,RMNH.INS.1271310_An_claviger - ND3 CDS,RMNH.INS.1271311_An_claviger - ND3 CDS,RMNH.INS.1271312_An_claviger - ND3 CDS,RMNH.INS.1271313_Cx_modestus - ND3 CDS,RMNH.INS.1271314_Cx_modestus - ND3 CDS,RMNH.INS.1271315_Cx_modestus - ND3 CDS,RMNH.INS.1271316_Cx_territans - ND3 CDS,RMNH.INS.1271317_Cx_territans - ND3 CDS,RMNH.INS.1271318_Cx_territans - ND3 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ND3 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ND3 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ND3 CDS,RMNH.INS.1271322_Cs_longiareolata - ND3 CDS,RMNH.INS.1271323_Cs_longiareolata - ND3 CDS,RMNH.INS.1271324_Cs_longiareolata - ND3 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ND3 CDS,RMNH.INS.1271331_Ae_rusticus - ND3 CDS,RMNH.INS.1271332_Ae_rusticus - ND3 CDS,RMNH.INS.1271333_Ae_rusticus - ND3 CDS,RMNH.INS.1271334_Ae_communis - ND3 CDS,RMNH.INS.1271335_Ae_communis - ND3 CDS,RMNH.INS.1271336_Ae_communis - ND3 CDS,RMNH.INS.1271337_Ae_punctor - ND3 CDS,RMNH.INS.1271338_Ae_rusticus - ND3 CDS,RMNH.INS.1271339_Ae_punctor - ND3 CDS,RMNH.INS.1271340_Ae_geniculatus - ND3 CDS,RMNH.INS.1271341_Ae_geniculatus - ND3 CDS,RMNH.INS.1271342_Ae_geniculatus - ND3 CDS,RMNH.INS.1271344_Cs_subochrea - ND3 CDS,RMNH.INS.1271345_Cs_annulata - ND3 CDS,RMNH.INS.1271346_Ae_caspius - ND3 CDS,RMNH.INS.1271347_Ae_caspius - ND3 CDS,RMNH.INS.1271348_Ae_caspius - ND3 CDS,RMNH.INS.1271349_An_plumbeus - ND3 CDS,RMNH.INS.1271350_An_plumbeus - ND3 CDS,RMNH.INS.1271351_An_plumbeus - ND3 CDS,RMNH.INS.1271352_Cs_annulata - ND3 CDS,RMNH.INS.1271354_Cs_annulata - ND3 CDS,RMNH.INS.1271355_Cx_pipiens - ND3 CDS,RMNH.INS.1271356_Cx_pipiens - ND3 CDS,RMNH.INS.1271357_Cx_pipiens - ND3 CDS,RMNH.INS.1271358_Cs_morsitans - ND3 CDS,RMNH.INS.1271359_Cs_morsitans - ND3 CDS,RMNH.INS.1271360_Cs_morsitans - ND3 CDS,RMNH.INS.1271361_Ae_sticticus - ND3 CDS,RMNH.INS.1271362_Ae_sticticus - ND3 CDS,RMNH.INS.1271363_Ae_sticticus - ND3 CDS,RMNH.INS.1271367_Ae_detritus - ND3 CDS,RMNH.INS.1271368_Ae_detritus - ND3 CDS,RMNH.INS.1271369_Ae_caspius - ND3 CDS,RMNH.INS.1271370_Ae_flavescens - ND3 CDS,RMNH.INS.1271371_Ae_flavescens - ND3 CDS,RMNH.INS.1271372_Ae_flavescens - ND3 CDS,RMNH.INS.1271375_Ae_leucomelas - ND3 CDS,RMNH.INS.1271376_Ae_albopictus - ND3 CDS,RMNH.INS.1271377_Ae_albopictus - ND3 CDS,RMNH.INS.1271378_Ae_albopictus - ND3 CDS,RMNH.INS.1271379_Ae_japonicus - ND3 CDS,RMNH.INS.1271380_Ae_japonicus - ND3 CDS,RMNH.INS.1271381_Ae_japonicus - ND3 CDS,RMNH.INS.1271382_Ae_aegypti - ND3 CDS,RMNH.INS.1271383_Ae_aegypti - ND3 CDS,RMNH.INS.1271384_Ae_aegypti - ND3 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ND3 CDS,RMNH.INS.1271389_Cs_ochroptera - ND3 CDS
RMNH.INS.1271358_Cs_morsitans - ND3 CDS,82.203,82.203,82.203,84.746,85.028,85.028,88.418,88.418,88.418,91.597,91.597,91.036,84.181,84.746,84.463,89.636,89.356,89.076,89.266,89.266,89.266,87.115,87.395,87.395,88.235,88.235,88.235,87.853,87.571,87.571,87.853,88.418,88.418,88.136,88.418,87.853,85.311,85.593,85.593,86.441,88.136,86.441,87.006,87.006,87.006,89.916,91.597,87.571,87.571,87.288,82.203,82.203,82.203,91.597,91.597,88.796,88.796,88.796,,100.000,100.000,86.723,86.723,86.723,87.853,88.136,87.571,87.006,87.006,87.006,85.311,89.831,89.831,89.831,86.441,86.441,86.723,87.853,87.853,87.853,87.395,93.557
RMNH.INS.1271359_Cs_morsitans - ND3 CDS,82.203,82.203,82.203,84.746,85.028,85.028,88.418,88.418,88.418,91.597,91.597,91.036,84.181,84.746,84.463,89.636,89.356,89.076,89.266,89.266,89.266,87.115,87.395,87.395,88.235,88.235,88.235,87.853,87.571,87.571,87.853,88.418,88.418,88.136,88.418,87.853,85.311,85.593,85.593,86.441,88.136,86.441,87.006,87.006,87.006,89.916,91.597,87.571,87.571,87.288,82.203,82.203,82.203,91.597,91.597,88.796,88.796,88.796,100.000,,100.000,86.723,86.723,86.723,87.853,88.136,87.571,87.006,87.006,87.006,85.311,89.831,89.831,89.831,86.441,86.441,86.723,87.853,87.853,87.853,87.395,93.557
RMNH.INS.1271360_Cs_morsitans - ND3 CDS,82.203,82.203,82.203,84.746,85.028,85.028,88.418,88.418,88.418,91.597,91.597,91.036,84.181,84.746,84.463,89.636,89.356,89.076,89.266,89.266,89.266,87.115,87.395,87.395,88.235,88.235,88.235,87.853,87.571,87.571,87.853,88.418,88.418,88.136,88.418,87.853,85.311,85.593,85.593,86.441,88.136,86.441,87.006,87.006,87.006,89.916,91.597,87.571,87.571,87.288,82.203,82.203,82.203,91.597,91.597,88.796,88.796,88.796,100.000,100.000,,86.723,86.723,86.723,87.853,88.136,87.571,87.006,87.006,87.006,85.311,89.831,89.831,89.831,86.441,86.441,86.723,87.853,87.853,87.853,87.395,93.557
RMNH.INS.1271361_Ae_sticticus - ND3 CDS,83.051,82.486,83.051,83.898,83.898,83.898,90.678,90.678,90.678,88.701,88.701,88.701,84.181,84.463,84.181,86.441,85.876,85.311,86.158,86.158,86.158,91.243,90.960,90.960,88.701,88.701,88.701,90.960,90.678,91.808,90.960,90.960,90.960,91.808,92.090,91.808,88.701,88.983,88.983,88.983,91.808,88.983,90.678,90.678,90.678,87.288,88.701,92.090,92.090,92.090,82.203,82.203,82.203,88.701,88.701,86.158,86.158,86.158,86.723,86.723,86.723,,100.000,100.000,91.243,91.525,92.090,91.243,91.243,91.243,89.831,90.395,90.395,90.395,87.571,87.571,88.136,89.548,90.113,89.831,90.960,85.876
RMNH.INS.1271362_Ae_sticticus - ND3 CDS,83.051,82.486,83.051,83.898,83.898,83.898,90.678,90.678,90.678,88.701,88.701,88.701,84.181,84.463,84.181,86.441,85.876,85.311,86.158,86.158,86.158,91.243,90.960,90.960,88.701,88.701,88.701,90.960,90.678,91.808,90.960,90.960,90.960,91.808,92.090,91.808,88.701,88.983,88.983,88.983,91.808,88.983,90.678,90.678,90.678,87.288,88.701,92.090,92.090,92.090,82.203,82.203,82.203,88.701,88.701,86.158,86.158,86.158,86.723,86.723,86.723,100.000,,100.000,91.243,91.525,92.090,91.243,91.243,91.243,89.831,90.395,90.395,90.395,87.571,87.571,88.136,89.548,90.113,89.831,90.960,85.876
RMNH.INS.1271363_Ae_sticticus - ND3 CDS,83.051,82.486,83.051,83.898,83.898,83.898,90.678,90.678,90.678,88.701,88.701,88.701,84.181,84.463,84.181,86.441,85.876,85.311,86.158,86.158,86.158,91.243,90.960,90.960,88.701,88.701,88.701,90.960,90.678,91.808,90.960,90.960,90.960,91.808,92.090,91.808,88.701,88.983,88.983,88.983,91.808,88.983,90.678,90.678,90.678,87.288,88.701,92.090,92.090,92.090,82.203,82.203,82.203,88.701,88.701,86.158,86.158,86.158,86.723,86.723,86.723,100.000,100.000,,91.243,91.525,92.090,91.243,91.243,91.243,89.831,90.395,90.395,90.395,87.571,87.571,88.136,89.548,90.113,89.831,90.960,85.876
RMNH.INS.1271367_Ae_detritus - ND3 CDS,82.486,81.921,81.921,83.898,84.181,84.181,93.503,93.503,93.503,90.113,90.113,90.678,85.311,85.876,85.593,87.853,87.006,87.571,88.418,88.418,88.418,91.243,90.960,90.960,88.983,88.983,88.983,94.915,94.633,95.480,94.915,95.198,95.198,93.220,93.503,92.938,91.525,92.090,92.090,90.678,93.220,90.678,94.633,94.633,94.633,90.113,90.113,94.633,94.633,94.633,82.203,82.203,82.203,90.113,90.113,88.136,88.136,88.136,87.853,87.853,87.853,91.243,91.243,91.243,,99.718,94.633,94.068,94.068,94.068,92.373,91.243,91.243,91.243,89.548,89.548,90.113,90.678,90.678,90.960,90.960,87.288
RMNH.INS.1271368_Ae_detritus - ND3 CDS,82.768,82.203,82.203,84.181,84.463,84.463,93.785,93.785,93.785,90.395,90.395,90.960,85.593,86.158,85.876,88.136,87.288,87.853,88.701,88.701,88.701,91.525,91.243,91.243,89.266,89.266,89.266,95.198,94.915,95.763,95.198,95.480,95.480,92.938,93.220,92.655,91.808,92.373,92.373,90.960,92.938,90.960,94.915,94.915,94.915,90.395,90.395,94.915,94.915,94.915,82.486,82.486,82.486,90.395,90.395,88.418,88.418,88.418,88.136,88.136,88.136,91.525,91.525,91.525,99.718,,94.915,94.350,94.350,94.350,92.655,91.525,91.525,91.525,89.831,89.831,90.395,90.960,90.960,91.243,91.243,87.571
RMNH.INS.1271369_Ae_caspius - ND3 CDS,85.311,84.746,85.311,86.723,87.006,87.006,95.198,95.198,95.198,90.395,90.395,90.395,84.746,85.311,85.028,90.395,90.113,89.548,90.960,90.960,90.960,93.220,93.503,93.503,90.395,90.395,90.395,95.763,95.480,95.763,95.763,95.480,95.480,95.480,95.763,95.198,92.938,93.503,93.503,91.525,95.480,91.525,94.068,94.068,94.068,90.113,90.395,99.435,100.000,99.153,83.898,83.898,83.898,90.395,90.395,91.808,91.808,91.808,87.571,87.571,87.571,92.090,92.090,92.090,94.633,94.915,,95.480,95.480,95.480,93.220,92.373,92.373,92.373,88.136,88.136,88.701,91.525,92.090,91.808,93.503,88.136
RMNH.INS.1271370_Ae_flavescens - ND3 CDS,84.181,83.616,83.616,85.028,85.311,85.311,93.503,93.503,93.503,90.395,90.395,90.395,82.486,83.051,82.768,87.853,87.288,87.006,87.853,87.853,87.853,92.655,92.938,92.938,89.266,89.266,89.266,97.458,97.175,98.023,97.458,98.305,98.305,93.503,93.785,93.220,91.525,92.090,92.090,90.395,93.503,90.395,93.503,93.503,93.503,89.831,90.395,95.480,95.480,95.480,82.203,82.203,82.203,90.395,90.395,88.701,88.701,88.701,87.006,87.006,87.006,91.243,91.243,91.243,94.068,94.350,95.480,,100.000,100.000,92.938,90.960,90.960,90.960,89.266,89.266,89.831,90.113,90.678,90.395,92.938,86.723
RMNH.INS.1271371_Ae_flavescens - ND3 CDS,84.181,83.616,83.616,85.028,85.311,85.311,93.503,93.503,93.503,90.395,90.395,90.395,82.486,83.051,82.768,87.853,87.288,87.006,87.853,87.853,87.853,92.655,92.938,92.938,89.266,89.266,89.266,97.458,97.175,98.023,97.458,98.305,98.305,93.503,93.785,93.220,91.525,92.090,92.090,90.395,93.503,90.395,93.503,93.503,93.503,89.831,90.395,95.480,95.480,95.480,82.203,82.203,82.203,90.395,90.395,88.701,88.701,88.701,87.006,87.006,87.006,91.243,91.243,91.243,94.068,94.350,95.480,100.000,,100.000,92.938,90.960,90.960,90.960,89.266,89.266,89.831,90.113,90.678,90.395,92.938,86.723
RMNH.INS.1271372_Ae_flavescens - ND3 CDS,84.181,83.616,83.616,85.028,85.311,85.311,93.503,93.503,93.503,90.395,90.395,90.395,82.486,83.051,82.768,87.853,87.288,87.006,87.853,87.853,87.853,92.655,92.938,92.938,89.266,89.266,89.266,97.458,97.175,98.023,97.458,98.305,98.305,93.503,93.785,93.220,91.525,92.090,92.090,90.395,93.503,90.395,93.503,93.503,93.503,89.831,90.395,95.480,95.480,95.480,82.203,82.203,82.203,90.395,90.395,88.701,88.701,88.701,87.006,87.006,87.006,91.243,91.243,91.243,94.068,94.350,95.480,100.000,100.000,,92.938,90.960,90.960,90.960,89.266,89.266,89.831,90.113,90.678,90.395,92.938,86.723
RMNH.INS.1271375_Ae_leucomelas - ND3 CDS,81.073,80.508,81.073,84.463,84.746,84.746,91.525,91.525,91.525,86.441,86.441,86.441,81.921,82.486,82.203,87.288,87.006,86.723,87.006,87.006,87.006,90.960,90.678,90.678,87.288,87.288,87.288,93.785,93.503,93.785,93.785,93.503,93.503,91.525,91.808,91.243,90.960,90.960,90.960,89.831,91.525,89.831,91.808,91.808,91.808,86.723,86.441,93.220,93.220,93.220,81.356,81.356,81.356,86.441,86.441,87.571,87.571,87.571,85.311,85.311,85.311,89.831,89.831,89.831,92.373,92.655,93.220,92.938,92.938,92.938,,89.266,89.266,89.266,87.288,87.288,87.853,89.548,90.113,89.831,90.678,85.876
RMNH.INS.1271376_Ae_albopictus - ND3 CDS,86.158,85.593,85.593,85.311,85.311,85.311,94.068,94.068,94.068,89.831,89.831,89.831,84.746,85.028,84.746,89.548,88.701,87.571,88.418,88.418,88.418,91.808,92.090,92.090,90.678,90.678,90.678,91.525,91.243,91.243,91.525,91.525,91.525,90.960,91.243,90.960,88.983,88.983,88.983,88.136,90.960,88.136,91.808,91.808,91.808,88.701,89.831,92.373,92.373,92.090,83.333,83.333,83.333,89.831,89.831,89.266,89.266,89.266,89.831,89.831,89.831,90.395,90.395,90.395,91.243,91.525,92.373,90.960,90.960,90.960,89.266,,100.000,100.000,87.571,87.571,88.136,92.090,92.090,92.090,92.090,88.418
RMNH.INS.1271377_Ae_albopictus - ND3 CDS,86.158,85.593,85.593,85.311,85.311,85.311,94.068,94.068,94.068,89.831,89.831,89.831,84.746,85.028,84.746,89.548,88.701,87.571,88.418,88.418,88.418,91.808,92.090,92.090,90.678,90.678,90.678,91.525,91.243,91.243,91.525,91.525,91.525,90.960,91.243,90.960,88.983,88.983,88.983,88.136,90.960,88.136,91.808,91.808,91.808,88.701,89.831,92.373,92.373,92.090,83.333,83.333,83.333,89.831,89.831,89.266,89.266,89.266,89.831,89.831,89.831,90.395,90.395,90.395,91.243,91.525,92.373,90.960,90.960,90.960,89.266,100.000,,100.000,87.571,87.571,88.136,92.090,92.090,92.090,92.090,88.418
RMNH.INS.1271378_Ae_albopictus - ND3 CDS,86.158,85.593,85.593,85.311,85.311,85.311,94.068,94.068,94.068,89.831,89.831,89.831,84.746,85.028,84.746,89.548,88.701,87.571,88.418,88.418,88.418,91.808,92.090,92.090,90.678,90.678,90.678,91.525,91.243,91.243,91.525,91.525,91.525,90.960,91.243,90.960,88.983,88.983,88.983,88.136,90.960,88.136,91.808,91.808,91.808,88.701,89.831,92.373,92.373,92.090,83.333,83.333,83.333,89.831,89.831,89.266,89.266,89.266,89.831,89.831,89.831,90.395,90.395,90.395,91.243,91.525,92.373,90.960,90.960,90.960,89.266,100.000,100.000,,87.571,87.571,88.136,92.090,92.090,92.090,92.090,88.418
RMNH.INS.1271379_Ae_japonicus - ND3 CDS,78.531,78.531,78.531,82.203,82.486,82.486,87.853,87.853,87.853,85.876,85.876,85.876,81.356,81.921,81.638,84.746,85.028,85.028,86.723,86.723,86.723,87.571,87.288,87.288,86.441,86.441,86.441,88.983,88.701,89.548,88.983,89.266,89.266,89.266,88.983,88.983,85.311,85.593,85.593,85.311,89.266,85.311,90.395,90.395,90.395,85.028,85.876,88.701,88.136,88.701,80.226,80.226,80.226,85.876,85.876,85.311,85.311,85.311,86.441,86.441,86.441,87.571,87.571,87.571,89.548,89.831,88.136,89.266,89.266,89.266,87.288,87.571,87.571,87.571,,100.000,99.435,87.853,87.853,88.136,87.288,86.723
RMNH.INS.1271380_Ae_japonicus - ND3 CDS,78.531,78.531,78.531,82.203,82.486,82.486,87.853,87.853,87.853,85.876,85.876,85.876,81.356,81.921,81.638,84.746,85.028,85.028,86.723,86.723,86.723,87.571,87.288,87.288,86.441,86.441,86.441,88.983,88.701,89.548,88.983,89.266,89.266,89.266,88.983,88.983,85.311,85.593,85.593,85.311,89.266,85.311,90.395,90.395,90.395,85.028,85.876,88.701,88.136,88.701,80.226,80.226,80.226,85.876,85.876,85.311,85.311,85.311,86.441,86.441,86.441,87.571,87.571,87.571,89.548,89.831,88.136,89.266,89.266,89.266,87.288,87.571,87.571,87.571,100.000,,99.435,87.853,87.853,88.136,87.288,86.723
RMNH.INS.1271381_Ae_japonicus - ND3 CDS,79.096,79.096,79.096,82.768,83.051,83.051,88.418,88.418,88.418,86.158,86.158,86.158,81.638,82.203,81.921,85.311,85.028,85.028,87.288,87.288,87.288,88.136,87.853,87.853,87.006,87.006,87.006,89.548,89.266,90.113,89.548,89.831,89.831,89.266,89.548,88.983,85.876,86.158,86.158,85.876,89.266,85.876,90.960,90.960,90.960,85.311,86.158,88.701,88.701,88.701,80.508,80.508,80.508,86.158,86.158,85.311,85.311,85.311,86.723,86.723,86.723,88.136,88.136,88.136,90.113,90.395,88.701,89.831,89.831,89.831,87.853,88.136,88.136,88.136,99.435,99.435,,88.418,88.418,88.701,87.853,87.006
RMNH.INS.1271382_Ae_aegypti - ND3 CDS,85.311,85.028,85.593,86.158,86.158,86.158,92.373,92.373,92.373,89.266,89.266,88.701,84.746,85.311,85.028,87.571,87.006,86.441,88.701,88.701,88.701,90.960,90.678,90.678,90.395,90.395,90.395,90.678,90.395,90.960,90.678,91.243,91.243,90.960,91.243,90.678,89.831,90.113,90.113,89.266,90.960,89.266,91.525,91.525,91.525,87.288,89.266,91.525,91.525,91.243,83.898,83.898,83.898,89.266,89.266,88.136,88.136,88.136,87.853,87.853,87.853,89.548,89.548,89.548,90.678,90.960,91.525,90.113,90.113,90.113,89.548,92.090,92.090,92.090,87.853,87.853,88.418,,99.153,99.718,90.678,88.136
RMNH.INS.1271383_Ae_aegypti - ND3 CDS,85.593,85.311,85.876,86.441,86.441,86.441,92.655,92.655,92.655,89.266,89.266,88.701,84.463,85.028,84.746,87.853,87.288,86.723,88.983,88.983,88.983,90.960,90.678,90.678,90.113,90.113,90.113,91.243,90.960,91.525,91.243,91.808,91.808,91.243,91.525,90.960,89.548,89.831,89.831,88.983,91.243,88.983,91.525,91.525,91.525,87.571,89.266,92.090,92.090,91.808,83.333,83.333,83.333,89.266,89.266,88.418,88.418,88.418,87.853,87.853,87.853,90.113,90.113,90.113,90.678,90.960,92.090,90.678,90.678,90.678,90.113,92.090,92.090,92.090,87.853,87.853,88.418,99.153,,99.435,90.678,88.136
RMNH.INS.1271384_Ae_aegypti - ND3 CDS,85.593,85.311,85.876,86.441,86.441,86.441,92.655,92.655,92.655,89.266,89.266,88.701,85.028,85.593,85.311,87.853,87.288,86.723,88.983,88.983,88.983,90.960,90.678,90.678,90.678,90.678,90.678,90.960,90.678,91.243,90.960,91.525,91.525,91.243,91.525,90.960,90.113,90.395,90.395,89.548,91.243,89.548,91.808,91.808,91.808,87.571,89.266,91.808,91.808,91.525,83.898,83.898,83.898,89.266,89.266,88.418,88.418,88.418,87.853,87.853,87.853,89.831,89.831,89.831,90.960,91.243,91.808,90.395,90.395,90.395,89.831,92.090,92.090,92.090,88.136,88.136,88.701,99.718,99.435,,90.678,88.136
RMNH.INS.1271386_Ae_cinereus_geminus - ND3 CDS,84.463,83.898,84.463,85.311,85.311,85.311,91.525,91.525,91.525,89.076,89.076,89.076,83.051,83.616,83.333,89.076,88.796,88.235,87.571,87.571,87.571,99.720,100.000,100.000,89.636,89.636,89.636,93.503,93.220,93.785,93.503,93.503,93.503,92.938,93.220,92.655,90.113,90.113,90.113,89.266,92.938,89.266,91.808,91.808,91.808,87.395,89.076,93.503,93.503,93.220,83.333,83.333,83.333,89.076,89.076,89.076,89.076,89.076,87.395,87.395,87.395,90.960,90.960,90.960,90.960,91.243,93.503,92.938,92.938,92.938,90.678,92.090,92.090,92.090,87.288,87.288,87.853,90.678,90.678,90.678,,86.835
RMNH.INS.1271389_Cs_ochroptera - ND3 CDS,82.486,82.486,82.486,85.311,85.593,85.593,88.418,88.418,88.418,91.317,91.317,90.196,83.898,84.463,84.181,88.235,87.955,87.675,88.136,88.136,88.136,87.115,86.835,86.835,87.675,87.675,87.675,87.853,87.571,88.136,87.853,87.853,87.853,88.136,88.418,87.853,86.441,87.006,87.006,86.158,88.136,86.158,86.441,86.441,86.441,89.076,91.317,88.136,88.136,87.853,83.898,83.898,83.898,91.317,91.317,89.076,89.076,89.076,93.557,93.557,93.557,85.876,85.876,85.876,87.288,87.571,88.136,86.723,86.723,86.723,85.876,88.418,88.418,88.418,86.723,86.723,87.006,88.136,88.136,88.136,86.835,
